dmu_id,variety,area_ha,productivity,year,month,day,operation_category,operation,equipment,active_substance,product,dose_kg_ha,dose_unit,dose_kg/t,dose_units,stage,Digitaria sanguinalis,Cyperus esculentus,Pyricularia,Wild Rice,Gramineae,Broadleaves,General Weeds,Weevil,Aphids,Rice Worms,Spodoptera frugiperda,Heteranthera,repetitions,covered_area,area_per_tonne
C2_2022,Selénio,1.95,5.93,"2,022.00",6.0,5.0,crop_protection,herbicide,sprayer,Profoxydim,Aura,0.15,kg/ha,0.03,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95,0.17
C2_2022,Ronaldo,34.06,5.46,"2,022.00",6.0,5.0,crop_protection,herbicide,sprayer,Florpyrauxifen-benzyl,Loyant,0.03,kg/ha,0.01,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34.06,0.18
C2_2022,Gládio,75.37,7.7,"2,022.00",6.0,5.0,crop_protection,herbicide,sprayer,Florpyrauxifen-benzyl,Loyant,0.03,kg/ha,0.0,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,75.37,0.13
C2_2022,Selénio,1.95,5.93,"2,022.00",6.0,5.0,crop_protection,herbicide,sprayer,Florpyrauxifen-benzyl,Loyant,0.03,kg/ha,0.01,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95,0.17
C2_2022,Ronaldo,34.06,5.46,"2,022.00",6.0,5.0,crop_protection,herbicide,sprayer,Methyl oleate + methyl palmitate,Dash HC,0.16,kg/ha,0.03,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34.06,0.18
C2_2022,Gládio,75.37,7.7,"2,022.00",6.0,5.0,crop_protection,herbicide,sprayer,Methyl oleate + methyl palmitate,Dash HC,0.16,kg/ha,0.02,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,75.37,0.13
C2_2022,Selénio,1.95,5.93,"2,022.00",6.0,5.0,crop_protection,herbicide,sprayer,Methyl oleate + methyl palmitate,Dash HC,0.16,kg/ha,0.03,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95,0.17
C2_2022,Gládio,5.0,7.7,"2,022.00",6.0,5.0,crop_protection,herbicide,sprayer,Bentazone,Benta,0.96,kg/ha,0.12,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.13
C2_2022,Gládio,20.0,7.7,"2,022.00",6.0,28.0,crop_protection,pesticide,sprayer,Flonicamid,Teppeki,0.12,kg/ha,0.02,kg/t,Tillering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,20.0,0.13
C2_2023,Ronaldo,45.5,13.83,"2,023.00",5.0,15.0,crop_protection,herbicide,sprayer,Benzobicyclon,Avanza,0.3,kg/ha,0.02,kg/t,Pre-emergence,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,45.5,0.07
C2_2023,Ronaldo,28.0,13.83,"2,023.00",6.0,12.0,crop_protection,herbicide,sprayer,Sodium lauryl ether diglycol sulfate,Biopower,0.14,kg/ha,0.01,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,0.07
C2_2023,Ronaldo,45.5,13.83,"2,023.00",6.0,12.0,crop_protection,herbicide,sprayer,Bispyribac-sodium,Nominee,0.03,kg/ha,0.0,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.5,0.07
C2_2023,Ronaldo,45.5,13.83,"2,023.00",6.0,12.0,crop_protection,herbicide,sprayer,Florpyrauxifen-benzyl,Loyant,0.03,kg/ha,0.0,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.5,0.07
C2_2023,Selénio,2.22,6.08,"2,023.00",6.0,16.0,crop_protection,herbicide,sprayer,Methyl oleate + methyl palmitate,Dash HC,0.16,kg/ha,0.03,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.22,0.16
C2_2023,Ronaldo,45.5,13.83,"2,023.00",6.0,16.0,crop_protection,herbicide,sprayer,Methyl oleate + methyl palmitate,Dash HC,0.16,kg/ha,0.01,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.5,0.07
C2_2023,Leonardo,67.49,5.34,"2,023.00",6.0,16.0,crop_protection,herbicide,sprayer,Methyl oleate + methyl palmitate,Dash HC,0.16,kg/ha,0.03,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.49,0.19
C2_2023,Selénio,2.22,6.08,"2,023.00",6.0,16.0,crop_protection,herbicide,sprayer,Profoxydim,Aura,0.15,kg/ha,0.02,kg/t,2–3 leaves,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.22,0.16
C2_2023,Ronaldo,45.5,13.83,"2,023.00",6.0,16.0,crop_protection,herbicide,sprayer,Profoxydim,Aura,0.15,kg/ha,0.01,kg/t,2–3 leaves,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.5,0.07
C2_2023,Leonardo,67.49,5.34,"2,023.00",6.0,16.0,crop_protection,herbicide,sprayer,Profoxydim,Aura,0.15,kg/ha,0.03,kg/t,2–3 leaves,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.49,0.19
C2_2023,Selénio,2.22,6.08,"2,023.00",6.0,16.0,crop_protection,herbicide,sprayer,Florpyrauxifen-benzyl,Loyant,0.03,kg/ha,0.0,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.22,0.16
C2_2023,Ronaldo,45.5,13.83,"2,023.00",6.0,16.0,crop_protection,herbicide,sprayer,Florpyrauxifen-benzyl,Loyant,0.03,kg/ha,0.0,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.5,0.07
C2_2023,Leonardo,67.49,5.34,"2,023.00",6.0,16.0,crop_protection,herbicide,sprayer,Florpyrauxifen-benzyl,Loyant,0.03,kg/ha,0.01,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.49,0.19
C2_2023,Leonardo,67.49,5.34,"2,023.00",8.0,12.0,crop_protection,pesticide,sprayer,Flonicamid,Afinto,0.12,kg/ha,0.02,kg/t,Panicle emergence (heading),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,67.49,0.19
C2_2024,Ibérico,15.62,7.39,"2,024.00",6.0,12.0,crop_protection,herbicide,sprayer,Methyl oleate + methyl palmitate,Dash HC,0.16,kg/ha,0.02,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.62,0.14
C2_2024,Leonardo,4.4,7.39,"2,024.00",6.0,12.0,crop_protection,herbicide,sprayer,Methyl oleate + methyl palmitate,Dash HC,0.16,kg/ha,0.02,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.4,0.14
C2_2024,Ronaldo,90.7,7.39,"2,024.00",6.0,12.0,crop_protection,herbicide,sprayer,Methyl oleate + methyl palmitate,Dash HC,0.16,kg/ha,0.02,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,90.7,0.14
C2_2024,Selénio,2.5,7.39,"2,024.00",6.0,12.0,crop_protection,herbicide,sprayer,Methyl oleate + methyl palmitate,Dash HC,0.16,kg/ha,0.02,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,0.14
C2_2024,Ibérico,15.62,7.39,"2,024.00",6.0,12.0,crop_protection,herbicide,sprayer,Profoxydim,Aura,0.15,kg/ha,0.02,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.62,0.14
C2_2024,Leonardo,4.4,7.39,"2,024.00",6.0,12.0,crop_protection,herbicide,sprayer,Profoxydim,Aura,0.15,kg/ha,0.02,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.4,0.14
C2_2024,Ronaldo,90.7,7.39,"2,024.00",6.0,12.0,crop_protection,herbicide,sprayer,Profoxydim,Aura,0.15,kg/ha,0.02,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,90.7,0.14
C2_2024,Selénio,2.5,7.39,"2,024.00",6.0,12.0,crop_protection,herbicide,sprayer,Profoxydim,Aura,0.15,kg/ha,0.02,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,0.14
C2_2024,Ibérico,15.62,7.39,"2,024.00",6.0,12.0,crop_protection,herbicide,sprayer,Florpyrauxifen-benzyl,Loyant,0.03,kg/ha,0.0,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.62,0.14
C2_2024,Leonardo,4.4,7.39,"2,024.00",6.0,12.0,crop_protection,herbicide,sprayer,Florpyrauxifen-benzyl,Loyant,0.03,kg/ha,0.0,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.4,0.14
C2_2024,Ronaldo,90.7,7.39,"2,024.00",6.0,12.0,crop_protection,herbicide,sprayer,Florpyrauxifen-benzyl,Loyant,0.03,kg/ha,0.0,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,90.7,0.14
C2_2024,Selénio,2.5,7.39,"2,024.00",6.0,12.0,crop_protection,herbicide,sprayer,Florpyrauxifen-benzyl,Loyant,0.03,kg/ha,0.0,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,0.14
C2_2024,Formula PV,7.5,7.39,"2,024.00",6.0,16.0,crop_protection,herbicide,sprayer,Methyl oleate + methyl palmitate,Dash HC,0.16,kg/ha,0.02,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5,0.14
C2_2024,Formula PV,7.5,7.39,"2,024.00",6.0,16.0,crop_protection,herbicide,sprayer,Cycloxydim,Verresta,0.25,kg/ha,0.03,kg/t,2–3 leaves,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5,0.14
C2_2024,Formula PV,7.5,7.39,"2,024.00",6.0,16.0,crop_protection,herbicide,sprayer,Florpyrauxifen-benzyl,Loyant,0.03,kg/ha,0.0,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5,0.14
C2_2024,Formula PV,7.5,7.39,"2,024.00",7.0,3.0,crop_protection,herbicide,sprayer,Methyl oleate + methyl palmitate,Dash HC,0.16,kg/ha,0.02,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5,0.14
C2_2024,Formula PV,7.5,7.39,"2,024.00",7.0,3.0,crop_protection,herbicide,sprayer,Cycloxydim,Verresta,0.25,kg/ha,0.03,kg/t,2–3 leaves,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5,0.14
C2_2024,Formula PV,7.5,7.39,"2,024.00",7.0,3.0,crop_protection,herbicide,sprayer,Florpyrauxifen-benzyl,Loyant,0.03,kg/ha,0.0,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5,0.14
C3_2022,Sprint,26.31,4.99,"2,022.00",6.0,15.0,crop_protection,herbicide,sprayer,Profoxydim,Aura,0.15,kg/ha,0.03,kg/t,2–3 leaves,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,26.31,0.2
C3_2022,Telemaco,36.57,2.36,"2,022.00",6.0,15.0,crop_protection,herbicide,sprayer,Profoxydim,Aura,0.15,kg/ha,0.06,kg/t,2–3 leaves,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,36.57,0.42
C3_2022,Selénio,27.89,6.36,"2,022.00",6.0,15.0,crop_protection,herbicide,sprayer,Profoxydim,Aura,0.15,kg/ha,0.02,kg/t,2–3 leaves,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27.89,0.16
C3_2022,JSendra,23.77,4.26,"2,022.00",6.0,15.0,crop_protection,herbicide,sprayer,Profoxydim,Aura,0.15,kg/ha,0.04,kg/t,2–3 leaves,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.77,0.23
C3_2022,Sprint,26.31,4.99,"2,022.00",6.0,15.0,crop_protection,herbicide,sprayer,Methyl oleate + methyl palmitate,Dash HC,0.16,kg/ha,0.03,kg/t,2–3 leaves,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,26.31,0.2
C3_2022,Telemaco,36.57,2.36,"2,022.00",6.0,15.0,crop_protection,herbicide,sprayer,Methyl oleate + methyl palmitate,Dash HC,0.16,kg/ha,0.07,kg/t,2–3 leaves,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,36.57,0.42
C3_2022,Selénio,27.89,6.36,"2,022.00",6.0,15.0,crop_protection,herbicide,sprayer,Methyl oleate + methyl palmitate,Dash HC,0.16,kg/ha,0.02,kg/t,2–3 leaves,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27.89,0.16
C3_2022,JSendra,23.77,4.26,"2,022.00",6.0,15.0,crop_protection,herbicide,sprayer,Methyl oleate + methyl palmitate,Dash HC,0.16,kg/ha,0.04,kg/t,2–3 leaves,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.77,0.23
C3_2022,Sprint,26.31,4.99,"2,022.00",6.0,15.0,crop_protection,herbicide,sprayer,Florpyrauxifen-benzyl,Loyant,0.03,kg/ha,0.01,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,26.31,0.2
C3_2022,Telemaco,36.57,2.36,"2,022.00",6.0,15.0,crop_protection,herbicide,sprayer,Florpyrauxifen-benzyl,Loyant,0.03,kg/ha,0.01,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,36.57,0.42
C3_2022,Selénio,27.89,6.36,"2,022.00",6.0,15.0,crop_protection,herbicide,sprayer,Florpyrauxifen-benzyl,Loyant,0.03,kg/ha,0.0,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27.89,0.16
C3_2022,JSendra,23.77,4.26,"2,022.00",6.0,15.0,crop_protection,herbicide,sprayer,Florpyrauxifen-benzyl,Loyant,0.03,kg/ha,0.01,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.77,0.23
C3_2022,Sprint,4.6,4.99,"2,022.00",6.0,22.0,crop_protection,herbicide,sprayer,Bispyribac-sodium,Nominee,0.03,kg/ha,0.01,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.6,0.2
C3_2022,Telemaco,6.4,2.36,"2,022.00",6.0,22.0,crop_protection,herbicide,sprayer,Bispyribac-sodium,Nominee,0.03,kg/ha,0.01,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.4,0.42
C3_2022,Selénio,4.9,6.36,"2,022.00",6.0,22.0,crop_protection,herbicide,sprayer,Bispyribac-sodium,Nominee,0.03,kg/ha,0.0,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.9,0.16
C3_2022,JSendra,4.1,4.26,"2,022.00",6.0,22.0,crop_protection,herbicide,sprayer,Bispyribac-sodium,Nominee,0.03,kg/ha,0.01,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.1,0.23
C3_2022,Sprint,1.8,4.99,"2,022.00",6.0,22.0,crop_protection,herbicide,sprayer,Azimsulfuron,Gulliver,0.04,kg/ha,0.01,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,0.2
C3_2022,Telemaco,2.6,2.36,"2,022.00",6.0,22.0,crop_protection,herbicide,sprayer,Azimsulfuron,Gulliver,0.04,kg/ha,0.02,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,0.42
C3_2022,Selénio,1.9,6.36,"2,022.00",6.0,22.0,crop_protection,herbicide,sprayer,Azimsulfuron,Gulliver,0.04,kg/ha,0.01,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,0.16
C3_2022,JSendra,1.7,4.26,"2,022.00",6.0,22.0,crop_protection,herbicide,sprayer,Azimsulfuron,Gulliver,0.04,kg/ha,0.01,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,0.23
C3_2022,Sprint,6.9,4.99,"2,022.00",7.0,1.0,crop_protection,herbicide,sprayer,MCPA,Herbinexa,0.5,kg/ha,0.1,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.9,0.2
C3_2022,Telemaco,9.6,2.36,"2,022.00",7.0,1.0,crop_protection,herbicide,sprayer,MCPA,Herbinexa,0.5,kg/ha,0.21,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.6,0.42
C3_2022,Selénio,7.3,6.36,"2,022.00",7.0,1.0,crop_protection,herbicide,sprayer,MCPA,Herbinexa,0.5,kg/ha,0.08,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.3,0.16
C3_2022,JSendra,6.2,4.26,"2,022.00",7.0,1.0,crop_protection,herbicide,sprayer,MCPA,Herbinexa,0.5,kg/ha,0.12,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.2,0.23
C3_2022,Sprint,26.31,4.99,"2,022.00",7.0,1.0,crop_protection,herbicide,sprayer,Bentazone,Baza,0.96,kg/ha,0.19,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,26.31,0.2
C3_2022,Telemaco,36.57,2.36,"2,022.00",7.0,1.0,crop_protection,herbicide,sprayer,Bentazone,Baza,0.96,kg/ha,0.41,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,36.57,0.42
C3_2022,Selénio,27.89,6.36,"2,022.00",7.0,1.0,crop_protection,herbicide,sprayer,Bentazone,Baza,0.96,kg/ha,0.15,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27.89,0.16
C3_2022,JSendra,23.77,4.26,"2,022.00",7.0,1.0,crop_protection,herbicide,sprayer,Bentazone,Baza,0.96,kg/ha,0.23,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.77,0.23
C3_2023,Selénio,4.5,4.07,"2,023.00",6.0,12.0,crop_protection,herbicide,sprayer,Sodium lauryl ether diglycol sulfate,Biopower,0.14,kg/ha,0.03,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,0.25
C3_2023,Telemaco,4.5,3.88,"2,023.00",6.0,12.0,crop_protection,herbicide,sprayer,Sodium lauryl ether diglycol sulfate,Biopower,0.14,kg/ha,0.04,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,0.26
C3_2023,Selénio,38.96,4.07,"2,023.00",6.0,12.0,crop_protection,herbicide,sprayer,Bispyribac-sodium,Nominee,0.03,kg/ha,0.01,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,38.96,0.25
C3_2023,Telemaco,38.89,3.88,"2,023.00",6.0,12.0,crop_protection,herbicide,sprayer,Bispyribac-sodium,Nominee,0.03,kg/ha,0.01,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89,0.26
C3_2023,Leonardo,34.38,9.61,"2,023.00",6.0,12.0,crop_protection,herbicide,sprayer,Bispyribac-sodium,Nominee,0.03,kg/ha,0.0,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,34.38,0.1
C3_2023,Selénio,38.96,4.07,"2,023.00",6.0,12.0,crop_protection,herbicide,sprayer,Florpyrauxifen-benzyl,Loyant,0.03,kg/ha,0.01,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,38.96,0.25
C3_2023,Telemaco,38.89,3.88,"2,023.00",6.0,12.0,crop_protection,herbicide,sprayer,Florpyrauxifen-benzyl,Loyant,0.03,kg/ha,0.01,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89,0.26
C3_2023,Leonardo,34.38,9.61,"2,023.00",6.0,12.0,crop_protection,herbicide,sprayer,Florpyrauxifen-benzyl,Loyant,0.03,kg/ha,0.0,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,34.38,0.1
C3_2023,Selénio,38.96,4.07,"2,023.00",6.0,16.0,crop_protection,herbicide,sprayer,Methyl oleate + methyl palmitate,Dash HC,0.16,kg/ha,0.04,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,38.96,0.25
C3_2023,Telemaco,38.89,3.88,"2,023.00",6.0,16.0,crop_protection,herbicide,sprayer,Methyl oleate + methyl palmitate,Dash HC,0.16,kg/ha,0.04,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89,0.26
C3_2023,Leonardo,34.38,9.61,"2,023.00",6.0,16.0,crop_protection,herbicide,sprayer,Methyl oleate + methyl palmitate,Dash HC,0.16,kg/ha,0.02,kg/t,2–3 leaves,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,34.38,0.1
C3_2023,Selénio,38.96,4.07,"2,023.00",6.0,16.0,crop_protection,herbicide,sprayer,Profoxydim,Aura,0.15,kg/ha,0.04,kg/t,2–3 leaves,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,38.96,0.25
C3_2023,Telemaco,38.89,3.88,"2,023.00",6.0,16.0,crop_protection,herbicide,sprayer,Profoxydim,Aura,0.15,kg/ha,0.04,kg/t,2–3 leaves,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89,0.26
C3_2023,Leonardo,34.38,9.61,"2,023.00",6.0,16.0,crop_protection,herbicide,sprayer,Profoxydim,Aura,0.15,kg/ha,0.02,kg/t,2–3 leaves,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,34.38,0.1
C3_2023,Selénio,38.96,4.07,"2,023.00",6.0,16.0,crop_protection,herbicide,sprayer,Florpyrauxifen-benzyl,Loyant,0.03,kg/ha,0.01,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,38.96,0.25
C3_2023,Telemaco,38.89,3.88,"2,023.00",6.0,16.0,crop_protection,herbicide,sprayer,Florpyrauxifen-benzyl,Loyant,0.03,kg/ha,0.01,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,38.89,0.26
C3_2023,Leonardo,34.38,9.61,"2,023.00",6.0,16.0,crop_protection,herbicide,sprayer,Florpyrauxifen-benzyl,Loyant,0.03,kg/ha,0.0,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,34.38,0.1
C3_2023,Selénio,38.96,4.07,"2,023.00",8.0,1.0,crop_protection,pesticide,sprayer,Flonicamid,Afinto,0.12,kg/ha,0.03,kg/t,Panicle emergence (heading),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,38.96,0.25
C3_2024,Selénio,20.0,3.81,"2,024.00",6.0,12.0,crop_protection,herbicide,sprayer,Methyl oleate + methyl palmitate,Dash HC,0.16,kg/ha,0.04,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.26
C3_2024,Sintra,39.21,4.54,"2,024.00",6.0,12.0,crop_protection,herbicide,sprayer,Methyl oleate + methyl palmitate,Dash HC,0.16,kg/ha,0.03,kg/t,2–3 leaves,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,39.21,0.22
