dmu_id,Area,Productivity,Production,operation_category,operation,equipment,repetitions,total_area_worked,area_per_tonne,year,month,day
C3_2024,112.23,5.77,647.57,basal_fertilisation,adubação fundo,centrifugal_spreader,1,25.00,0.039,2024,5,15
C3_2024,112.23,5.77,647.57,basal_fertilisation,adubação fundo,centrifugal_spreader,1,87.23,0.135,2024,5,15
C3_2024,112.23,5.77,647.57,topdressing,adubação cobertura,centrifugal_spreader,1,112.23,0.173,2024,7,20
C3_2024,20.00,3.81,76.28,crop_protection,herbicide,sprayer,1,20.00,0.262,2024,6,12
C3_2024,39.21,4.54,178.05,crop_protection,herbicide,sprayer,1,39.21,0.220,2024,6,12
C3_2024,5.52,7.90,43.62,crop_protection,herbicide,sprayer,1,5.52,0.127,2024,6,12
C3_2024,23.77,2.73,64.87,crop_protection,herbicide,sprayer,1,23.77,0.366,2024,6,12
C3_2024,20.00,3.81,76.28,crop_protection,herbicide,sprayer,1,20.00,0.262,2024,6,12
C3_2024,39.21,4.54,178.05,crop_protection,herbicide,sprayer,1,39.21,0.220,2024,6,12
C3_2024,5.52,7.90,43.62,crop_protection,herbicide,sprayer,1,5.52,0.127,2024,6,12
C3_2024,23.77,2.73,64.87,crop_protection,herbicide,sprayer,1,23.77,0.366,2024,6,12
C3_2024,20.00,3.81,76.28,crop_protection,herbicide,sprayer,1,20.00,0.262,2024,6,12
C3_2024,39.21,4.54,178.05,crop_protection,herbicide,sprayer,1,39.21,0.220,2024,6,12
C3_2024,5.52,7.90,43.62,crop_protection,herbicide,sprayer,1,5.52,0.127,2024,6,12
C3_2024,23.77,2.73,64.87,crop_protection,herbicide,sprayer,1,23.77,0.366,2024,6,12
C3_2024,23.70,8.96,212.33,crop_protection,herbicide,sprayer,1,23.70,0.112,2024,6,16
C3_2024,23.70,8.96,212.33,crop_protection,herbicide,sprayer,1,23.70,0.112,2024,6,16
C3_2024,23.70,8.96,212.33,crop_protection,herbicide,sprayer,1,23.70,0.112,2024,6,16
C3_2024,23.70,8.96,212.33,crop_protection,herbicide,sprayer,1,23.70,0.112,2024,7,3
C3_2024,23.70,8.96,212.33,crop_protection,herbicide,sprayer,1,23.70,0.112,2024,7,3
C3_2024,23.70,8.96,212.33,crop_protection,herbicide,sprayer,1,23.70,0.112,2024,7,3
C3_2024,20.00,3.81,76.28,crop_protection,fungicide,sprayer,1,20.00,0.262,2024,8,10
C3_2024,20.00,3.81,76.20,sowing,sementeira,centrifugal_spreader,1,20.00,0.262,2024,6,6
C3_2024,39.21,4.54,178.01,sowing,sementeira,centrifugal_spreader,1,39.21,0.220,2024,6,6
C3_2024,5.52,7.90,43.61,sowing,sementeira,centrifugal_spreader,1,5.52,0.127,2024,6,6
C3_2024,23.70,8.96,212.35,sowing,sementeira,centrifugal_spreader,1,23.70,0.112,2024,6,6
C3_2024,23.80,8.96,213.22,sowing,sementeira,centrifugal_spreader,1,23.80,0.112,2024,6,6
C4_2022,25.21,3.62,91.26,soil_operation,disk_harrow x3,disk_harrow,3,75.63,0.829,2022,5,15
C4_2022,25.21,3.62,91.26,soil_operation,levelling,laser_leveler,1,25.21,0.276,2022,5,20
C4_2022,25.21,3.62,91.26,soil_operation,fertiliser_integration,rotary_tiller,1,25.21,0.276,2022,5,22
C4_2022,25.21,3.62,91.26,harvest,colheita,combine_harvester,1,25.21,0.276,2022,11,20
C4_2022,25.21,3.62,91.26,basal_fertilisation,adubação fundo,centrifugal_spreader,1,25.21,0.276,2022,5,22
C4_2022,25.21,3.62,91.26,topdressing,adubação cobertura,centrifugal_spreader,1,19.21,0.210,2022,7,20
C4_2022,19.21,3.62,69.52,crop_protection,herbicide,sprayer,1,19.21,0.276,2022,6,20
C4_2022,19.21,3.62,69.52,crop_protection,herbicide,sprayer,1,19.21,0.276,2022,6,20
C4_2022,19.21,3.62,69.52,crop_protection,herbicide,sprayer,1,19.21,0.276,2022,6,20
C4_2022,19.21,3.62,69.52,crop_protection,herbicide,sprayer,1,19.21,0.276,2022,6,20
C4_2022,19.21,3.62,69.52,crop_protection,herbicide,sprayer,1,19.21,0.276,2022,6,20
C4_2022,19.21,3.62,69.52,crop_protection,herbicide,sprayer,1,19.21,0.276,2022,6,27
C4_2022,19.21,3.62,69.52,crop_protection,herbicide,sprayer,1,19.21,0.276,2022,6,27
C4_2022,19.21,3.62,69.52,crop_protection,herbicide,sprayer,1,19.21,0.276,2022,7,21
C4_2022,19.21,3.62,69.52,crop_protection,herbicide,sprayer,1,19.21,0.276,2022,7,21
C4_2022,25.21,3.62,91.26,sowing,sementeira,centrifugal_spreader,1,25.21,0.276,2022,5,30
C4_2023,23.84,4.50,107.28,soil_operation,disk_harrow x3,disk_harrow,3,71.52,0.667,2023,5,14
C4_2023,23.84,4.50,107.28,soil_operation,levelling,laser_leveler,1,23.84,0.222,2023,5,22
C4_2023,23.84,4.50,107.28,soil_operation,fertiliser_integration,rotary_tiller,1,23.84,0.222,2023,5,29
C4_2023,23.84,4.50,107.28,harvest,colheita,combine_harvester,1,23.84,0.222,2023,10,20
C4_2023,23.84,4.50,107.28,basal_fertilisation,adubação fundo,centrifugal_spreader,1,23.84,0.222,2023,5,25
C4_2023,23.84,4.50,107.28,topdressing,adubação cobertura,centrifugal_spreader,1,23.84,0.222,2023,7,10
C4_2023,5.76,9.57,55.11,crop_protection,herbicide,sprayer,1,5.76,0.105,2023,6,3
C4_2023,5.76,9.57,55.11,crop_protection,herbicide,sprayer,1,5.76,0.105,2023,6,3
C4_2023,5.76,9.57,55.11,crop_protection,herbicide,sprayer,1,5.76,0.105,2023,6,4
C4_2023,18.08,2.89,52.22,crop_protection,herbicide,sprayer,1,18.08,0.346,2023,6,4
C4_2023,18.08,2.89,52.22,crop_protection,herbicide,sprayer,1,18.08,0.346,2023,6,20
C4_2023,5.76,9.57,55.11,crop_protection,herbicide,sprayer,1,5.76,0.105,2023,6,21
C4_2023,5.76,9.57,55.11,crop_protection,herbicide,sprayer,1,5.76,0.105,2023,6,21
C4_2023,5.76,9.57,55.11,crop_protection,pesticide,sprayer,1,5.76,0.105,2023,6,28
C4_2023,5.76,9.57,55.12,sowing,sementeira,centrifugal_spreader,1,5.76,0.104,2023,5,29
C4_2023,18.08,2.89,52.25,sowing,sementeira,centrifugal_spreader,1,18.08,0.346,2023,6,1
C4_2024,23.87,8.28,197.55,soil_operation,disk_harrow x3,disk_harrow,3,71.61,0.362,2024,4,10
C4_2024,23.87,8.28,197.55,soil_operation,levelling,laser_leveler,1,23.87,0.121,2024,4,17
C4_2024,23.87,8.28,197.55,soil_operation,fertiliser_integration,rotary_tiller,1,23.87,0.121,2024,4,18
C4_2024,23.87,8.28,197.55,harvest,colheita,combine_harvester,1,23.87,0.121,2024,10,30
C4_2024,23.87,8.28,197.55,soil_operation,straw_integration,rotary_tiller,1,23.87,0.121,2024,12,31
C4_2024,23.87,8.28,197.55,basal_fertilisation,adubação fundo,centrifugal_spreader,1,23.87,0.121,2024,4,18
C4_2024,23.87,8.28,197.55,topdressing,adubação cobertura,centrifugal_spreader,1,23.87,0.121,2024,7,1
C4_2024,8.57,7.67,65.76,crop_protection,herbicide,sprayer,1,8.57,0.130,2024,5,27
C4_2024,8.57,7.67,65.76,crop_protection,herbicide,sprayer,1,8.57,0.130,2024,5,27
C4_2024,8.57,7.67,65.76,crop_protection,herbicide,sprayer,1,8.57,0.130,2024,5,27
C4_2024,15.30,8.61,131.78,crop_protection,herbicide,sprayer,1,15.30,0.116,2024,5,27
C4_2024,15.30,8.61,131.78,crop_protection,herbicide,sprayer,1,15.30,0.116,2024,5,27
C4_2024,15.30,8.61,131.78,crop_protection,herbicide,sprayer,1,15.30,0.116,2024,5,27
C4_2024,15.30,8.61,131.78,crop_protection,herbicide,sprayer,1,15.30,0.116,2024,6,14
C4_2024,15.30,8.61,131.78,crop_protection,herbicide,sprayer,1,15.30,0.116,2024,6,14
C4_2024,15.30,8.61,131.78,crop_protection,herbicide,sprayer,1,15.30,0.116,2024,6,14
C4_2024,8.57,7.67,65.73,sowing,sementeira,centrifugal_spreader,1,8.57,0.130,2024,5,3
C4_2024,15.30,8.61,131.73,sowing,sementeira,centrifugal_spreader,1,15.30,0.116,2024,5,3
C5_2022,35.75,5.99,214.14,soil_operation,disk_harrow x3,disk_harrow,3,107.25,0.501,2022,4,24
C5_2022,35.75,5.99,214.14,soil_operation,levelling,laser_leveler,1,35.75,0.167,2022,5,3
C5_2022,35.75,5.99,214.14,soil_operation,fertiliser_integration,rotary_tiller,1,35.75,0.167,2022,7,5
C5_2022,35.75,5.99,214.14,harvest,colheita,combine_harvester,1,35.75,0.167,2022,10,10
C5_2022,35.75,5.99,214.14,topdressing,adubação cobertura,centrifugal_spreader,1,25.75,0.120,2022,7,4
C5_2022,35.75,5.99,214.14,basal_fertilisation,adubação fundo,centrifugal_spreader,1,35.75,0.167,2022,7,5
C5_2022,35.75,5.99,214.14,topdressing,adubação cobertura,centrifugal_spreader,1,10.00,0.047,2022,7,20
C5_2022,25.75,5.66,145.80,crop_protection,herbicide,sprayer,1,25.75,0.177,2022,5,20
C5_2022,25.75,5.66,145.80,crop_protection,herbicide,sprayer,1,25.75,0.177,2022,5,20
C5_2022,25.75,5.66,145.80,crop_protection,herbicide,sprayer,1,25.75,0.177,2022,5,20
C5_2022,10.00,6.83,68.27,crop_protection,herbicide,sprayer,1,10.00,0.146,2022,5,21
C5_2022,10.00,6.83,68.27,crop_protection,herbicide,sprayer,1,10.00,0.146,2022,5,21
C5_2022,25.75,5.66,145.80,crop_protection,herbicide,sprayer,1,25.75,0.177,2022,5,25
C5_2022,10.00,6.83,68.27,crop_protection,herbicide,sprayer,1,10.00,0.146,2022,5,25
C5_2022,25.75,5.66,145.75,sowing,sementeira,centrifugal_spreader,1,25.75,0.177,2022,5,15
C5_2022,10.00,6.83,68.30,sowing,sementeira,centrifugal_spreader,1,10.00,0.146,2022,5,27
C5_2023,35.44,6.23,220.79,soil_operation,disk_harrow x3,disk_harrow,3,106.32,0.482,2023,5,1
C5_2023,35.44,6.23,220.79,soil_operation,fertiliser_integration,rotary_tiller,1,35.44,0.161,2023,5,15
C5_2023,35.44,6.23,220.79,soil_operation,levelling,laser_leveler,1,35.44,0.161,2023,8,5
C5_2023,35.44,6.23,220.79,harvest,colheita,combine_harvester,1,35.44,0.161,2023,10,31
C5_2023,35.44,6.23,220.79,basal_fertilisation,adubação fundo,centrifugal_spreader,1,15.54,0.070,2023,5,15
C5_2023,35.44,6.23,220.79,basal_fertilisation,adubação fundo,centrifugal_spreader,1,11.60,0.053,2023,5,15
C5_2023,35.44,6.23,220.79,basal_fertilisation,adubação fundo,centrifugal_spreader,1,8.30,0.038,2023,5,15
C5_2023,35.44,6.23,220.79,topdressing,adubação cobertura,centrifugal_spreader,1,5.44,0.025,2023,7,25
C5_2023,35.44,6.23,220.79,topdressing,adubação cobertura,centrifugal_spreader,1,30.00,0.136,2023,7,25
C5_2023,14.00,5.29,74.00,crop_protection,herbicide,sprayer,1,14.00,0.189,2023,6,2
C5_2023,14.00,5.29,74.00,crop_protection,herbicide,sprayer,1,14.00,0.189,2023,6,2
C5_2023,21.44,6.69,143.41,crop_protection,herbicide,sprayer,1,21.44,0.149,2023,6,4
C5_2023,21.44,6.69,143.41,crop_protection,herbicide,sprayer,1,21.44,0.149,2023,6,4
C5_2023,21.44,6.69,143.41,crop_protection,herbicide,sprayer,1,21.44,0.149,2023,6,4
C5_2023,21.44,6.69,143.41,crop_protection,herbicide,sprayer,1,21.44,0.149,2023,6,4
C5_2023,14.00,5.29,74.00,crop_protection,herbicide,sprayer,1,14.00,0.189,2023,6,4
C5_2023,8.00,5.29,42.29,crop_protection,herbicide,sprayer,1,8.00,0.189,2023,6,15
C5_2023,8.00,5.29,42.29,crop_protection,herbicide,sprayer,1,8.00,0.189,2023,6,15
C5_2023,12.11,6.69,81.00,crop_protection,herbicide,sprayer,1,12.11,0.149,2023,7,1
C5_2023,8.89,5.29,46.99,crop_protection,herbicide,sprayer,1,8.89,0.189,2023,7,1
C5_2023,7.26,6.69,48.56,crop_protection,herbicide,sprayer,1,7.26,0.149,2023,7,1
C5_2023,5.74,5.29,30.34,crop_protection,herbicide,sprayer,1,5.74,0.189,2023,7,1
C5_2023,21.44,6.69,143.43,sowing,sementeira,centrifugal_spreader,1,21.44,0.149,2023,5,25
C5_2023,14.00,5.29,74.06,sowing,sementeira,centrifugal_spreader,1,14.00,0.189,2023,5,25
C5_2024,35.44,8.20,290.61,soil_operation,disk_harrow x3,disk_harrow,3,106.32,0.366,2024,4,30
C5_2024,35.44,8.20,290.61,soil_operation,levelling,laser_leveler,1,35.44,0.122,2024,5,5
C5_2024,35.44,8.20,290.61,soil_operation,fertiliser_integration,rotary_tiller,1,35.44,0.122,2024,5,11
C5_2024,35.44,8.20,290.61,harvest,colheita,combine_harvester,1,35.44,0.122,2024,10,31
C5_2024,35.44,8.20,290.61,soil_operation,straw_integration,rotary_tiller,1,35.44,0.122,2024,12,31
C5_2024,35.44,8.20,290.61,topdressing,adubação cobertura,centrifugal_spreader,1,35.44,0.122,2024,7,20
C5_2024,35.44,8.20,290.61,topdressing,adubação cobertura,centrifugal_spreader,1,35.44,0.122,2024,7,20
C5_2024,35.44,8.20,290.61,basal_fertilisation,adubação fundo,centrifugal_spreader,1,35.44,0.122,2024,8,5
C5_2024,20.19,6.25,126.13,crop_protection,herbicide,sprayer,1,20.19,0.160,2024,6,6
C5_2024,20.19,6.25,126.13,crop_protection,herbicide,sprayer,1,20.19,0.160,2024,6,6
C5_2024,20.19,6.25,126.13,crop_protection,herbicide,sprayer,1,20.19,0.160,2024,6,6
C5_2024,20.19,6.25,126.13,crop_protection,herbicide,sprayer,1,20.19,0.160,2024,6,6
C5_2024,15.25,10.78,164.32,crop_protection,herbicide,sprayer,1,15.25,0.093,2024,6,21
C5_2024,20.19,6.25,126.13,crop_protection,herbicide,sprayer,1,20.19,0.160,2024,6,21
C5_2024,15.25,10.78,164.32,crop_protection,herbicide,sprayer,1,15.25,0.093,2024,6,21
C5_2024,15.25,10.78,164.32,crop_protection,herbicide,sprayer,1,15.25,0.093,2024,6,21
C5_2024,12.11,6.25,75.65,crop_protection,herbicide,sprayer,1,12.11,0.160,2024,6,21
C5_2024,7.14,10.78,76.93,crop_protection,herbicide,sprayer,1,7.14,0.093,2024,6,21
C5_2024,8.75,6.25,54.66,crop_protection,herbicide,sprayer,1,8.75,0.160,2024,6,21
C5_2024,6.50,10.78,70.04,crop_protection,herbicide,sprayer,1,6.50,0.093,2024,6,21
C5_2024,9.81,6.25,61.28,crop_protection,herbicide,sprayer,1,9.81,0.160,2024,7,1
C5_2024,9.81,6.25,61.28,crop_protection,herbicide,sprayer,1,9.81,0.160,2024,7,1
C5_2024,15.25,10.78,164.40,sowing,sementeira,centrifugal_spreader,1,15.25,0.093,2024,5,18
C5_2024,20.19,6.25,126.19,sowing,sementeira,centrifugal_spreader,1,20.19,0.160,2024,5,18
C6_2022,73.11,2.15,157.19,soil_operation,disk_harrow x2,disk_harrow,2,146.22,0.930,2022,5,20
C6_2022,73.11,2.15,157.19,soil_operation,levelling,laser_leveler,1,73.11,0.465,2022,5,25
C6_2022,73.11,2.15,157.19,soil_operation,fertiliser_integration,rotary_tiller,1,73.11,0.465,2022,6,2
C6_2022,73.11,2.15,157.19,harvest,colheita,combine_harvester,1,73.11,0.465,2022,11,4
C6_2022,73.11,2.15,157.19,basal_fertilisation,adubação fundo,centrifugal_spreader,1,73.11,0.465,2022,6,2
C6_2022,73.11,2.15,157.19,topdressing,adubação cobertura,centrifugal_spreader,1,48.00,0.305,2022,8,4
C6_2022,73.11,2.15,157.19,topdressing,adubação cobertura,centrifugal_spreader,1,73.11,0.465,2022,8,4
C6_2022,73.11,2.15,157.26,crop_protection,herbicide,sprayer,1,73.11,0.465,2022,5,25
C6_2022,73.11,2.15,157.26,crop_protection,herbicide,sprayer,1,73.11,0.465,2022,6,25
C6_2022,73.11,2.15,157.26,crop_protection,herbicide,sprayer,1,73.11,0.465,2022,6,25
C6_2022,45.00,2.15,96.80,crop_protection,herbicide,sprayer,1,45.00,0.465,2022,6,25
C6_2022,36.00,2.15,77.44,crop_protection,herbicide,sprayer,1,36.00,0.465,2022,7,1
C6_2022,20.00,2.15,43.02,crop_protection,herbicide,sprayer,1,20.00,0.465,2022,7,1
C6_2022,11.60,2.15,24.95,crop_protection,herbicide,sprayer,1,11.60,0.465,2022,7,1
C6_2022,20.80,2.15,44.74,crop_protection,pesticide,sprayer,1,20.80,0.465,2022,7,25
C6_2022,73.11,2.15,157.19,sowing,sementeira,centrifugal_spreader,1,73.11,0.465,2022,6,10
C6_2023,71.09,2.88,204.74,soil_operation,disk_harrow x2,disk_harrow,2,142.18,0.694,2023,4,23
C6_2023,71.09,2.88,204.74,soil_operation,levelling,laser_leveler,1,71.09,0.347,2023,4,29
C6_2023,71.09,2.88,204.74,soil_operation,fertiliser_integration,rotary_tiller,1,71.09,0.347,2023,5,3
C6_2023,71.09,2.88,204.74,harvest,colheita,combine_harvester,1,71.09,0.347,2023,10,10
C6_2023,71.09,2.88,204.74,basal_fertilisation,adubação fundo,centrifugal_spreader,1,71.09,0.347,2023,5,2
C6_2023,71.09,2.88,204.74,topdressing,adubação cobertura,centrifugal_spreader,1,71.09,0.347,2023,5,2
C6_2023,3.75,2.88,10.80,crop_protection,herbicide,sprayer,1,3.75,0.347,2023,5,15
C6_2023,67.34,2.88,193.94,crop_protection,herbicide,sprayer,1,67.34,0.347,2023,5,15
C6_2023,3.75,2.88,10.80,crop_protection,herbicide,sprayer,1,3.75,0.347,2023,6,6
C6_2023,67.34,2.88,193.94,crop_protection,herbicide,sprayer,1,67.34,0.347,2023,6,6
C6_2023,3.75,2.88,10.80,crop_protection,herbicide,sprayer,1,3.75,0.347,2023,6,6
C6_2023,67.34,2.88,193.94,crop_protection,herbicide,sprayer,1,67.34,0.347,2023,6,6
C6_2023,3.75,2.88,10.80,crop_protection,herbicide,sprayer,1,3.75,0.347,2023,6,6
C6_2023,67.34,2.88,193.94,crop_protection,herbicide,sprayer,1,67.34,0.347,2023,6,6
C6_2023,3.75,2.88,10.80,crop_protection,herbicide,sprayer,1,3.75,0.347,2023,6,6
C6_2023,67.34,2.88,193.94,crop_protection,herbicide,sprayer,1,67.34,0.347,2023,6,6
C6_2023,3.17,2.88,9.13,crop_protection,pesticide,sprayer,1,3.17,0.347,2023,7,10
C6_2023,56.83,2.88,163.67,crop_protection,pesticide,sprayer,1,56.83,0.347,2023,7,10
C6_2023,3.08,2.88,8.87,crop_protection,pesticide,sprayer,1,3.08,0.347,2023,7,11
C6_2023,55.22,2.88,159.03,crop_protection,pesticide,sprayer,1,55.22,0.347,2023,7,11
C6_2023,71.09,2.88,204.74,sowing,sementeira,centrifugal_spreader,1,71.09,0.347,2023,5,20
C6_2024,71.09,2.88,204.74,harvest,colheita,combine_harvester,1,71.09,0.347,2024,10,10
C6_2024,54.22,7.35,398.52,harvest,colheita,combine_harvester,1,54.22,0.136,2023,10,10
C6_2024,54.22,7.35,398.52,soil_operation,disk_harrow x2,disk_harrow,2,108.44,0.272,2024,5,26
C6_2024,54.22,7.35,398.52,soil_operation,levelling,laser_leveler,1,54.22,0.136,2024,5,29
C6_2024,54.22,7.35,398.52,soil_operation,fertiliser_integration,rotary_tiller,1,54.22,0.136,2024,6,2
C6_2024,54.22,7.25,393.10,basal_fertilisation,adubação fundo,centrifugal_spreader,1,54.22,0.138,2024,6,2
C6_2024,54.22,7.25,393.10,topdressing,adubação cobertura,centrifugal_spreader,1,54.22,0.138,2024,7,30
C6_2024,54.22,7.25,393.26,crop_protection,herbicide,sprayer,1,54.22,0.138,2024,6,10
C6_2024,54.22,7.25,393.26,crop_protection,herbicide,sprayer,1,54.22,0.138,2024,6,26
C6_2024,54.22,7.25,393.26,crop_protection,herbicide,sprayer,1,54.22,0.138,2024,6,26
C6_2024,54.22,7.25,393.26,crop_protection,herbicide,sprayer,1,54.22,0.138,2024,7,10
C6_2024,54.22,7.25,393.26,crop_protection,herbicide,sprayer,1,54.22,0.138,2024,7,10
C6_2024,54.22,7.25,393.26,crop_protection,pesticide,sprayer,1,54.22,0.138,2024,8,2
C6_2024,1.25,7.25,9.07,crop_protection,herbicide,sprayer,1,1.25,0.138,2024,8,6
C6_2024,54.22,7.25,393.10,sowing,sementeira,centrifugal_spreader,1,54.22,0.138,2024,6,6
C7_2023,37.33,6.65,248.24,soil_operation,disk_harrow x3,disk_harrow,3,111.99,0.451,2023,5,10
C7_2023,37.33,6.65,248.24,soil_operation,levelling,laser_leveler,1,37.33,0.150,2023,5,20
C7_2023,37.33,6.65,248.24,soil_operation,fertiliser_integration,rotary_tiller,1,37.33,0.150,2023,6,6
C7_2023,37.33,6.65,248.24,harvest,colheita,combine_harvester,1,37.33,0.150,2024,11,22
C7_2023,37.33,6.65,248.36,topdressing,adubação cobertura,centrifugal_spreader,1,7.33,0.030,2023,5,2
C7_2023,37.33,6.65,248.36,topdressing,adubação cobertura,centrifugal_spreader,1,30.00,0.121,2023,5,2
C7_2023,37.33,6.65,248.36,basal_fertilisation,adubação fundo,centrifugal_spreader,1,37.33,0.150,2023,6,6
C7_2023,31.24,6.98,218.15,crop_protection,herbicide,sprayer,1,31.24,0.143,2023,5,30
C7_2023,6.09,4.96,30.21,crop_protection,herbicide,sprayer,1,6.09,0.202,2023,5,30
C7_2023,31.24,6.98,218.15,crop_protection,herbicide,sprayer,1,31.24,0.143,2023,6,30
C7_2023,6.09,4.96,30.21,crop_protection,herbicide,sprayer,1,6.09,0.202,2023,6,30
C7_2023,31.24,6.98,218.15,crop_protection,herbicide,sprayer,1,31.24,0.143,2023,6,30
C7_2023,6.09,4.96,30.21,crop_protection,herbicide,sprayer,1,6.09,0.202,2023,6,30
C7_2023,31.24,6.98,218.15,crop_protection,herbicide,sprayer,1,31.24,0.143,2023,7,10
C7_2023,6.09,4.96,30.21,crop_protection,herbicide,sprayer,1,6.09,0.202,2023,7,10
C7_2023,31.24,6.98,218.15,crop_protection,pesticide,sprayer,1,31.24,0.143,2023,7,11
C7_2023,6.09,4.96,30.21,crop_protection,pesticide,sprayer,1,6.09,0.202,2023,7,11
C7_2023,31.24,6.98,218.15,crop_protection,herbicide,sprayer,1,31.24,0.143,2023,7,12
C7_2023,6.09,4.96,30.21,crop_protection,herbicide,sprayer,1,6.09,0.202,2023,7,12
C7_2023,31.24,6.98,218.15,crop_protection,herbicide,sprayer,1,31.24,0.143,2023,7,12
C7_2023,6.09,4.96,30.21,crop_protection,herbicide,sprayer,1,6.09,0.202,2023,7,12
C7_2023,31.24,6.98,218.15,crop_protection,herbicide,sprayer,1,31.24,0.143,2023,7,12
C7_2023,6.09,4.96,30.21,crop_protection,herbicide,sprayer,1,6.09,0.202,2023,7,12
C7_2023,6.09,4.96,30.21,sowing,sementeira,seeder,1,6.09,0.202,2023,6,6
C7_2023,31.24,6.98,218.06,sowing,sementeira,seeder,1,31.24,0.143,2023,7,5
C7_2024,37.35,4.99,186.38,soil_operation,disk_harrow x3,disk_harrow,3,112.05,0.601,2024,5,30
C7_2024,37.35,4.99,186.38,soil_operation,disk_harrow x3,disk_harrow,3,112.05,0.601,2024,5,30
C7_2024,37.35,4.99,186.38,soil_operation,levelling,laser_leveler,1,37.35,0.200,2024,5,30
C7_2024,37.35,4.99,186.38,soil_operation,levelling,laser_leveler,1,37.35,0.200,2024,5,30
C7_2024,37.35,4.99,186.38,soil_operation,fertiliser_integration,rotary_tiller,1,37.35,0.200,2024,8,6
C7_2024,37.35,4.99,186.38,soil_operation,fertiliser_integration,rotary_tiller,1,37.35,0.200,2024,8,6
C7_2024,37.35,4.99,186.38,harvest,colheita,combine_harvester,1,37.35,0.200,2024,11,22
C7_2024,37.33,4.99,186.28,basal_fertilisation,adubação fundo,centrifugal_spreader,1,26.00,0.140,2024,8,6
C7_2024,37.33,4.99,186.28,basal_fertilisation,adubação fundo,centrifugal_spreader,1,26.00,0.140,2024,8,6
C7_2024,37.33,4.99,186.28,basal_fertilisation,adubação fundo,centrifugal_spreader,1,11.35,0.061,2024,8,6
C7_2024,37.33,4.99,186.28,topdressing,adubação cobertura,centrifugal_spreader,1,37.35,0.201,2024,8,20
C7_2024,22.45,4.42,99.25,crop_protection,herbicide,sprayer,1,22.45,0.226,2024,5,30
C7_2024,14.90,3.93,58.48,crop_protection,herbicide,sprayer,1,14.90,0.255,2024,5,30
C7_2024,22.45,4.42,99.25,crop_protection,herbicide,sprayer,1,22.45,0.226,2024,6,30
C7_2024,22.45,4.42,99.25,crop_protection,herbicide,sprayer,1,22.45,0.226,2024,6,30
C7_2024,14.90,3.93,58.48,crop_protection,herbicide,sprayer,1,14.90,0.255,2024,6,30
C7_2024,14.90,3.93,58.48,crop_protection,herbicide,sprayer,1,14.90,0.255,2024,7,10
C7_2024,22.45,4.42,99.25,crop_protection,pesticide,sprayer,1,22.45,0.226,2024,7,11
C7_2024,22.45,4.42,99.25,crop_protection,herbicide,sprayer,1,22.45,0.226,2024,7,12
C7_2024,22.45,4.42,99.25,crop_protection,herbicide,sprayer,1,22.45,0.226,2024,7,12
C7_2024,22.45,4.42,99.25,crop_protection,herbicide,sprayer,1,22.45,0.226,2024,7,12
C7_2024,22.45,4.42,99.23,sowing,sementeira,seeder,1,22.45,0.226,2024,6,24
C7_2024,14.90,3.93,58.56,sowing,sementeira,seeder,1,14.90,0.254,2024,6,24
C8_2022,58.32,5.56,324.26,soil_operation,disk_harrow x3,disk_harrow,3,174.96,0.540,2022,4,30
C8_2022,58.32,5.56,324.26,soil_operation,levelling,laser_leveler,1,58.32,0.180,2022,5,5
C8_2022,58.32,5.56,324.26,harvest,colheita,combine_harvester,1,58.32,0.180,2022,10,28
C8_2022,58.32,5.56,324.26,basal_fertilisation,adubação fundo,centrifugal_spreader,1,58.32,0.180,2022,5,15
C8_2022,58.32,5.56,324.26,topdressing,adubação cobertura,centrifugal_spreader,1,58.32,0.180,2022,7,10
C8_2022,58.32,5.56,324.26,topdressing,adubação cobertura,centrifugal_spreader,1,12.50,0.039,2022,7,14
C8_2022,12.50,4.15,51.91,crop_protection,herbicide,sprayer,1,12.50,0.241,2022,4,24
C8_2022,32.50,5.78,187.85,crop_protection,herbicide,sprayer,1,32.50,0.173,2022,4,24
C8_2022,12.50,6.45,80.66,crop_protection,herbicide,sprayer,1,12.50,0.155,2022,4,24
C8_2022,0.82,4.34,3.56,crop_protection,herbicide,sprayer,1,0.82,0.230,2022,4,24
C8_2022,32.50,5.78,187.85,crop_protection,herbicide,sprayer,1,32.50,0.173,2022,5,17
C8_2022,32.50,5.78,187.85,crop_protection,herbicide,sprayer,1,32.50,0.173,2022,6,16
C8_2022,32.50,5.78,187.85,crop_protection,herbicide,sprayer,1,32.50,0.173,2022,6,16
C8_2022,32.50,5.78,187.85,crop_protection,herbicide,sprayer,1,32.50,0.173,2022,6,16
C8_2022,12.50,6.45,80.66,crop_protection,herbicide,sprayer,1,12.50,0.155,2022,6,16
C8_2022,12.50,6.45,80.66,crop_protection,herbicide,sprayer,1,12.50,0.155,2022,6,16
C8_2022,12.50,6.45,80.66,crop_protection,herbicide,sprayer,1,12.50,0.155,2022,6,16
C8_2022,0.82,4.34,3.56,crop_protection,herbicide,sprayer,1,0.82,0.230,2022,6,16
C8_2022,0.82,4.34,3.56,crop_protection,herbicide,sprayer,1,0.82,0.230,2022,6,16
C8_2022,0.82,4.34,3.56,crop_protection,herbicide,sprayer,1,0.82,0.230,2022,6,16
C8_2022,12.50,4.15,51.91,crop_protection,herbicide,sprayer,1,12.50,0.241,2022,6,20
C8_2022,12.50,4.15,51.91,crop_protection,herbicide,sprayer,1,12.50,0.241,2022,6,22
