dmu_id,farmer_id,year,basis,impact_category,impact_unit,seed_amount_kg_ha,seed_amount_kg_tonne,seed_factor_per_unit,seed_factor_unit,characterisation_sheet,single_score_file,sowing_total_impact
C1_2023,C1,2023,tonne,"Human toxicity, cancer - inorganics",Pt,,47.7821892077,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C1_2023,C1,2023,tonne,"Human toxicity, cancer - metals",Pt,,47.7821892077,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C1_2023,C1,2023,tonne,"Human toxicity, cancer - organics",Pt,,47.7821892077,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C1_2023,C1,2023,tonne,"Human toxicity, non-cancer",Pt,,47.7821892077,4.3437799999999997e-13,1 kg seed,,seeds_singlescore_1.json,2.0755531783662308e-11
C1_2023,C1,2023,tonne,"Human toxicity, non-cancer - inorganics",Pt,,47.7821892077,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C1_2023,C1,2023,tonne,"Human toxicity, non-cancer - metals",Pt,,47.7821892077,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C1_2023,C1,2023,tonne,"Human toxicity, non-cancer - organics",Pt,,47.7821892077,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C1_2023,C1,2023,tonne,Ionising radiation,Pt,,47.7821892077,5.252001,1 kg seed,,seeds_singlescore_1.json,250.9521055010296
C1_2023,C1,2023,tonne,Land use,Pt,,47.7821892077,16893889.2,1 kg seed,,seeds_singlescore_1.json,807227010.2083195
C1_2023,C1,2023,tonne,Ozone depletion,Pt,,47.7821892077,7.7848e-11,1 kg seed,,seeds_singlescore_1.json,3.71974786544103e-09
C1_2023,C1,2023,tonne,Particulate matter,Pt,,47.7821892077,4.0509e-12,1 kg seed,,seeds_singlescore_1.json,1.9356087026147192e-10
C1_2023,C1,2023,tonne,Photochemical ozone formation,Pt,,47.7821892077,0.0065572,1 kg seed,,seeds_singlescore_1.json,0.31331737107273044
C1_2023,C1,2023,tonne,"Resource use, fossils",Pt,,47.7821892077,26916.417690000002,1 kg seed,,seeds_singlescore_1.json,1286125.3628570635
C1_2023,C1,2023,tonne,"Resource use, minerals and metals",Pt,,47.7821892077,1.8431999999999996e-08,1 kg seed,,seeds_singlescore_1.json,8.807213114763262e-07
C1_2023,C1,2023,tonne,Total,Pt,,47.7821892077,16980974.878934015,1 kg seed,,seeds_singlescore_1.json,811388154.5964257
C1_2023,C1,2023,tonne,Water use,Pt,,47.7821892077,31715.821060000002,1 kg seed,,seeds_singlescore_1.json,1515451.3627664766
C1_2024,C1,2024,tonne,Acidification,Pt,,38.5976130331,0.01198496,1 kg seed,,seeds_singlescore_1.json,0.4625908482971821
C1_2024,C1,2024,tonne,Climate change,Pt,,38.5976130331,6016.38576,1 kg seed,,seeds_singlescore_1.json,232218.12942233324
C1_2024,C1,2024,tonne,Climate change - Biogenic,Pt,,38.5976130331,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C1_2024,C1,2024,tonne,Climate change - Fossil,Pt,,38.5976130331,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C1_2024,C1,2024,tonne,Climate change - Land use and LU change,Pt,,38.5976130331,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C1_2024,C1,2024,tonne,"Ecotoxicity, freshwater",Pt,,38.5976130331,22431.676919999998,1 kg seed,,seeds_singlescore_1.json,865809.1854416804
C1_2024,C1,2024,tonne,"Ecotoxicity, freshwater - inorganics",Pt,,38.5976130331,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C1_2024,C1,2024,tonne,"Ecotoxicity, freshwater - metals",Pt,,38.5976130331,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C1_2024,C1,2024,tonne,"Ecotoxicity, freshwater - organics",Pt,,38.5976130331,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C1_2024,C1,2024,tonne,"Eutrophication, freshwater",Pt,,38.5976130331,8.7756e-06,1 kg seed,,seeds_singlescore_1.json,0.0003387172129332723
C1_2024,C1,2024,tonne,"Eutrophication, marine",Pt,,38.5976130331,0.002909536,1 kg seed,,seeds_singlescore_1.json,0.11230114463387363
C1_2024,C1,2024,tonne,"Eutrophication, terrestrial",Pt,,38.5976130331,0.10404252,1 kg seed,,seeds_singlescore_1.json,4.015792925948567
