region,year,month,month_name,tmax_mean_c,days35,days40,hw35,hw40,vpd_mean_kpa,precip_mm,nao_index,yield_kg_ha,yield_residual_pct,is_lca_year
sado,2003,9,September,28.459490627712697,0.23325062034739452,0.0,2.1944444444444446,0.0,1.2771196175186854,250.6433699739306,0.01,6128.5890073831015,3.600262042895856,False
sado,2003,10,October,20.75694774778088,0.0,0.0,0.0,0.0,0.515220157789027,2144.685590414282,-1.26,6128.5890073831015,3.600262042895856,False
sado,2004,8,August,29.368864347943294,0.12406947890818859,0.0,0.4166666666666667,0.0,1.1581756462618027,141.14241010737612,-0.48,6238.1247418422145,5.200600967373957,False
sado,2004,9,September,28.28628200954864,0.01488833746898263,0.0,0.0,0.0,1.0834932347690516,141.1871424874107,0.38,6238.1247418422145,5.200600967373957,False
sado,2004,10,October,22.144970659372223,0.0,0.0,0.0,0.0,0.5979374469154126,1812.472226366329,-1.1,6238.1247418422145,5.200600967373957,False
sado,2005,8,August,31.697915266577088,0.5186104218362283,0.0024813895781637717,3.8611111111111107,0.0,1.648677736572734,21.731625228571577,0.37,5782.234957020058,-2.7194142538957267,False
sado,2005,9,September,28.579225102177396,0.03970223325062035,0.0,0.0,0.0,1.3154547229151965,72.02793894446637,0.63,5782.234957020058,-2.7194142538957267,False
sado,2005,10,October,23.37576514896956,0.0,0.0,0.0,0.0,0.749274605996306,1886.4896875236673,-0.98,5782.234957020058,-2.7194142538957267,False
sado,2006,8,August,31.484845692624354,0.7096774193548387,0.0,6.8888888888888875,0.0,1.5592337430182652,145.1656445261212,-1.73,6208.254156769596,4.200225971236078,False
sado,2006,9,September,27.417747328016514,0.35980148883374685,0.0,3.1111111111111107,0.0,1.048963354188204,571.2072113379784,-1.62,6208.254156769596,4.200225971236078,False
sado,2006,10,October,23.256543253143228,0.0,0.0,0.0,0.0,0.5540292749032057,2650.543639416336,-2.24,6208.254156769596,4.200225971236078,False
sado,2007,8,August,29.202406053987477,0.15384615384615385,0.0,0.0,0.0,1.3222608579340496,54.421297512350165,-0.14,6044.127260841142,1.2054608025633013,False
sado,2007,9,September,26.62639872233075,0.04714640198511166,0.0,0.0,0.0,0.8298053951696668,612.7216019059459,0.72,6044.127260841142,1.2054608025633013,False
sado,2007,10,October,23.564199380635383,0.0,0.0,0.0,0.0,0.7548674637801484,309.756070749548,0.45,6044.127260841142,1.2054608025633013,False
sado,2008,8,August,29.16174974885895,0.17121588089330025,0.0,1.4166666666666665,0.0,1.246476420588487,44.716906337201735,-1.16,5941.235225570168,-0.7522432646325401,False
sado,2008,9,September,25.671709074797477,0.0,0.0,0.0,0.0,0.8537397551873369,399.52453698341134,1.02,5941.235225570168,-0.7522432646325401,False
sado,2008,10,October,22.096163152879306,0.0,0.0,0.0,0.0,0.6936551169939669,508.60240408229,-0.04,5941.235225570168,-0.7522432646325401,False
sado,2009,8,August,31.458860685833915,0.5707196029776676,0.0,3.916666666666667,0.0,1.5686522036186827,8.120123893629877,-0.19,,,False
sado,2009,9,September,28.084221620912924,0.09429280397022333,0.0,0.0,0.0,1.2040743773147113,52.45696490224342,1.51,,,False
sado,2009,10,October,25.28286242194503,0.0,0.0,0.0,0.0,0.7936847517077122,576.156548924252,-1.03,,,False
sado,2010,8,August,33.066488198994755,0.942928039702233,0.019851116625310174,5.916666666666666,0.0,1.8854727690892754,8.724210306400298,-1.22,5885.420631899505,-2.1466003174331285,False
sado,2010,9,September,27.46154287832757,0.019851116625310174,0.0,0.0,0.0,1.0209107535592266,93.95776389068071,-0.79,5885.420631899505,-2.1466003174331285,False
sado,2010,10,October,21.676485309122306,0.0,0.0,0.0,0.0,0.5623716618907011,907.3549846032923,-0.93,5885.420631899505,-2.1466003174331285,False
sado,2011,8,August,28.996706967370933,0.260545905707196,0.0,0.5833333333333334,0.0,1.192469832477313,147.04587776636262,-1.35,6070.3827123094015,0.692080684569516,False
sado,2011,9,September,28.386790974934918,0.02977667493796526,0.0,0.08333333333333333,0.0,1.146025573304857,257.3628624726262,0.54,6070.3827123094015,0.692080684569516,False
sado,2011,10,October,26.846420474035355,0.0,0.0,0.0,0.0,1.1883425896134108,630.824011744317,0.39,6070.3827123094015,0.692080684569516,False
sado,2012,8,August,29.89390768509187,0.2655086848635236,0.0,0.2222222222222222,0.0,1.3465830906674685,82.67357845738843,-0.98,6028.256974660865,-0.2405106295312031,False
sado,2012,9,September,28.20338993778938,0.08684863523573201,0.0,0.16666666666666666,0.0,1.2821647563736636,410.0488416241414,-0.59,6028.256974660865,-0.2405106295312031,False
sado,2012,10,October,22.18374143757703,0.0,0.0,0.0,0.0,0.5558882574467151,1214.8301695855885,-2.06,6028.256974660865,-0.2405106295312031,False
sado,2013,8,August,31.718413672225047,0.48635235732009924,0.0,4.055555555555555,0.0,1.5702231720667579,3.3073475189932346,0.97,6153.320521033525,1.5915508946583086,False
sado,2013,9,September,28.75517922860607,0.062034739454094295,0.0,0.0,0.0,1.1975024304569857,548.5775744512201,0.24,6153.320521033525,1.5915508946583086,False
sado,2013,10,October,22.68067157704345,0.0,0.0,0.0,0.0,0.5484142411863366,1128.862399147199,-1.28,6153.320521033525,1.5915508946583086,False
sado,2014,8,August,28.893481423436118,0.017369727047146403,0.0,0.0,0.0,1.1653824562786186,21.31890013986511,-1.68,5982.797015922503,-1.4537103697905318,False
sado,2014,9,September,25.00613957157844,0.04218362282878412,0.0,0.0,0.0,0.546395032789998,1449.0004029679098,1.62,5982.797015922503,-1.4537103697905318,False
sado,2014,10,October,24.347765435112866,0.0,0.0,0.0,0.0,0.674666340207284,957.3794287431572,-1.27,5982.797015922503,-1.4537103697905318,False
sado,2015,8,August,29.483083657979133,0.21339950372208438,0.0,0.08333333333333333,0.0,1.2697838100820742,28.129179525510356,-0.76,6713.0242825607065,10.317531726355735,False
sado,2015,9,September,26.53108181423613,0.0,0.0,0.0,0.0,0.9983698102625674,125.2584206789417,-0.65,6713.0242825607065,10.317531726355735,False
sado,2015,10,October,22.134743223566332,0.0,0.0,0.0,0.0,0.4983745893018336,1266.8263252911124,0.44,6713.0242825607065,10.317531726355735,False
sado,2016,8,August,32.54547285401268,0.8486352357320098,0.0,8.361111111111109,0.0,1.758696320093483,7.712784655577959,-1.65,6108.868431585568,0.1566387062773697,False
sado,2016,9,September,29.48785422996241,0.29280397022332505,0.09925558312655086,3.1111111111111116,0.0,1.400510262021012,204.13229590125562,0.61,6108.868431585568,0.1566387062773697,False
sado,2016,10,October,23.914883215025785,0.0,0.0,0.0,0.0,0.6688817080085464,600.0580541973225,0.41,6108.868431585568,0.1566387062773697,False
sado,2017,8,August,31.620223200534856,0.630272952853598,0.0,5.888888888888889,0.0,1.613201437820793,24.187335556651608,-1.1,6568.766066838047,7.447854324695499,False
sado,2017,9,September,28.65530497233076,0.10669975186104219,0.0,0.0,0.0,1.283349080643011,4.020968142968842,-0.61,6568.766066838047,7.447854324695499,False
sado,2017,10,October,28.263441975911483,0.05707196029776675,0.0,0.0,0.0,1.344850331215506,262.6652645728566,0.19,6568.766066838047,7.447854324695499,False
sado,2018,8,August,33.4113475512433,1.0173697270471462,0.2878411910669975,8.277777777777779,3.166666666666667,1.9257980141353688,20.058263254358938,1.97,5842.316413744985,-4.655350055807954,False
sado,2018,9,September,30.9345322220414,0.34491315136476425,0.0,2.611111111111111,0.0,1.483812628180178,30.45359551936618,1.67,5842.316413744985,-4.655350055807954,False
sado,2018,10,October,23.972613284750246,0.0,0.0,0.0,0.0,0.8931623053896165,701.6212929851395,0.93,5842.316413744985,-4.655350055807954,False
sado,2019,8,August,30.687481098790343,0.3399503722084367,0.0,2.0833333333333335,0.0,1.4069587816229077,40.59880716326032,-1.17,,,False
sado,2019,9,September,28.83608997486258,0.23573200992555832,0.0,2.333333333333333,0.0,1.2986487209919517,108.48340793579167,-0.16,,,False
sado,2019,10,October,23.507272284176207,0.0,0.0,0.0,0.0,0.6570643567485358,426.7686365583421,-1.41,,,False
sado,2020,8,August,30.4204274604825,0.36724565756823824,0.0,2.805555555555556,0.0,1.3594958090223834,36.51939637717937,0.12,5163.708413464494,-16.1168967804801,False
sado,2020,9,September,28.188862101236996,0.24069478908188585,0.0,1.3888888888888888,0.0,1.1706411109871702,313.3410635888115,0.98,5163.708413464494,-16.1168967804801,False
sado,2020,10,October,22.58073498578911,0.0,0.0,0.0,0.0,0.6715351476984169,784.40646512141,-0.65,5163.708413464494,-16.1168967804801,False
sado,2021,8,August,30.800500597663273,0.41687344913151364,0.044665012406947896,4.138888888888889,0.0,1.3886523023838186,27.399782246883813,-0.28,6262.840409956076,1.5052075186181741,False
sado,2021,9,September,26.826173909505233,0.034739454094292806,0.0,0.0,0.0,0.8865628842284577,847.8762615206265,-0.21,6262.840409956076,1.5052075186181741,False
sado,2021,10,October,25.76817509914387,0.0,0.0,0.0,0.0,0.9329360519176653,768.8015780025239,-2.29,6262.840409956076,1.5052075186181741,False
sado,2022,8,August,30.165536116186455,0.2803970223325062,0.0,0.6944444444444444,0.0,1.2167949632525432,16.140651276954387,1.47,5775.00570281197,-6.615268636968054,True
sado,2022,9,September,26.3312036584925,0.0,0.0,0.0,0.0,0.7700790277452411,499.90955957326827,-1.61,5775.00570281197,-6.615268636968054,True
sado,2022,10,October,25.456949782286088,0.0,0.0,0.0,0.0,0.7931196288017333,708.4891997041167,-0.72,5775.00570281197,-6.615268636968054,True
sado,2023,8,August,33.26017025089608,0.9255583126550869,0.18610421836228286,9.138888888888888,0.0,1.8454338279678248,5.573800016659586,-1.16,6194.8823549694,-0.05403504477563281,True
sado,2023,9,September,26.947958713107663,0.1389578163771712,0.0,0.0,0.0,0.9151265082487438,574.5036004551656,-0.44,6194.8823549694,-0.05403504477563281,True
sado,2023,10,October,25.291047477038553,0.10669975186104219,0.0,0.08333333333333333,0.0,0.8577110183459199,1560.1290517425227,-2.03,6194.8823549694,-0.05403504477563281,True
sado,2024,8,August,32.24317972600248,0.5409429280397021,0.0,3.8611111111111116,0.0,1.5009026597128408,10.751378996373104,0.63,6219.04636459431,0.1075885114571223,True
sado,2024,9,September,27.480132604528382,0.03722084367245657,0.0,0.0,0.0,1.1040981262462048,105.66316449614988,-1.43,6219.04636459431,0.1075885114571223,True
sado,2024,10,October,22.32422402221244,0.0,0.0,0.0,0.0,0.4408111142747347,1062.6418890565155,-0.38,6219.04636459431,0.1075885114571223,True
