dmu_id,farmer_id,year,basis,gas,component,impact_category,impact_unit,field_emissions_impact
D1_2022,D1,2022,ha,n2o,n2o_direct_straw,Climate change,kg CO2 eq,52.1235
D1_2022,D1,2022,ha,n2o,n2o_indirect_volatilisation,Climate change,kg CO2 eq,74.16271836734694
D1_2022,D1,2022,ha,n2o,n2o_indirect_leaching,Climate change,kg CO2 eq,76.68418775510204
D1_2022,D1,2022,ha,co2,co2_from_urea,Climate change,kg CO2 eq,11.040000000000001
D1_2023,D1,2023,ha,ch4,ch4_total,Climate change,kg CO2 eq,17589.298272
D1_2023,D1,2023,ha,n2o,n2o_direct_synthetic,Climate change,kg CO2 eq,60.489000000000004
D1_2023,D1,2023,ha,n2o,n2o_direct_straw,Climate change,kg CO2 eq,52.1235
D1_2023,D1,2023,ha,n2o,n2o_indirect_volatilisation,Climate change,kg CO2 eq,32.6898
D1_2023,D1,2023,ha,n2o,n2o_indirect_leaching,Climate change,kg CO2 eq,45.366749999999996
D1_2023,D1,2023,ha,co2,co2_from_urea,Climate change,kg CO2 eq,4.6000000000000005
D1_2024,D1,2024,ha,ch4,ch4_total,Climate change,kg CO2 eq,17589.298272
D1_2024,D1,2024,ha,n2o,n2o_direct_synthetic,Climate change,kg CO2 eq,175.032
D1_2024,D1,2024,ha,n2o,n2o_direct_straw,Climate change,kg CO2 eq,52.1235
D1_2024,D1,2024,ha,n2o,n2o_indirect_volatilisation,Climate change,kg CO2 eq,17.503199999999996
D1_2024,D1,2024,ha,n2o,n2o_indirect_leaching,Climate change,kg CO2 eq,131.274
D1_2024,D1,2024,ha,co2,co2_from_urea,Climate change,kg CO2 eq,0.0
D2_2022,D2,2022,ha,ch4,ch4_total,Climate change,kg CO2 eq,17589.298272
D2_2022,D2,2022,ha,n2o,n2o_direct_synthetic,Climate change,kg CO2 eq,185.22628320526894
D2_2022,D2,2022,ha,n2o,n2o_direct_straw,Climate change,kg CO2 eq,52.1235
D2_2022,D2,2022,ha,n2o,n2o_indirect_volatilisation,Climate change,kg CO2 eq,98.40146295279911
D2_2022,D2,2022,ha,n2o,n2o_indirect_leaching,Climate change,kg CO2 eq,138.91971240395168
D2_2022,D2,2022,ha,co2,co2_from_urea,Climate change,kg CO2 eq,13.792425905598245
D2_2023,D2,2023,ha,ch4,ch4_total,Climate change,kg CO2 eq,17589.298272
D2_2023,D2,2023,ha,n2o,n2o_direct_synthetic,Climate change,kg CO2 eq,105.2766
