dmu_id,farmer_id,year,basis,impact_category,impact_unit,centrifugal_spreader_ha_worked_per_ha,centrifugal_spreader_ha_worked_per_tonne,centrifugal_spreader_factor_per_ha_worked,centrifugal_spreader_factor_unit,centrifugal_spreader_characterisation_sheet,centrifugal_spreader_single_score_file,centrifugal_spreader_impact,combine_harvester_ha_worked_per_ha,combine_harvester_ha_worked_per_tonne,combine_harvester_factor_per_ha_worked,combine_harvester_factor_unit,combine_harvester_characterisation_sheet,combine_harvester_single_score_file,combine_harvester_impact,disk_harrow_ha_worked_per_ha,disk_harrow_ha_worked_per_tonne,disk_harrow_factor_per_ha_worked,disk_harrow_factor_unit,disk_harrow_characterisation_sheet,disk_harrow_single_score_file,disk_harrow_impact,laser_leveler_ha_worked_per_ha,laser_leveler_ha_worked_per_tonne,laser_leveler_factor_per_ha_worked,laser_leveler_factor_unit,laser_leveler_characterisation_sheet,laser_leveler_single_score_file,laser_leveler_impact,rotary_tiller_ha_worked_per_ha,rotary_tiller_ha_worked_per_tonne,rotary_tiller_factor_per_ha_worked,rotary_tiller_factor_unit,rotary_tiller_characterisation_sheet,rotary_tiller_single_score_file,rotary_tiller_impact,seeder_ha_worked_per_ha,seeder_ha_worked_per_tonne,seeder_factor_per_ha_worked,seeder_factor_unit,seeder_characterisation_sheet,seeder_single_score_file,seeder_impact,sprayer_ha_worked_per_ha,sprayer_ha_worked_per_tonne,sprayer_factor_per_ha_worked,sprayer_factor_unit,sprayer_characterisation_sheet,sprayer_single_score_file,sprayer_impact,machines_total_impact
C1_2022,C1,2022,tonne,"Eutrophication, marine",Pt,,0.9019759205,0.08380000000000001,1 ha worked,,centrifugal_spreader_singlescore_13.json,0.07558558213790001,,0.2254939801,0.610902,1 ha worked,,combine_harvester_singlescore_16.json,0.1377547234310502,,0.6764819403,0.0708948,1 ha worked,,disk_harrow_singlescore_11.json,0.047959051861180435,,0.2254939801,0.37207199999999996,1 ha worked,,laser_leveler_singlescore_12.json,0.08389999616376718,,0.2254939801,0.17849399999999999,1 ha worked,,rotary_tiller_singlescore_14.json,0.040249322483969396,,0.0,0.017262800000000002,1 ha worked,,seeder_singlescore_17.json,0.0,,1.1639064279,0.005413480000000001,1 ha worked,,sprayer_singlescore_15.json,0.006300784169308093,0.39174946024717533
C1_2022,C1,2022,tonne,"Eutrophication, terrestrial",Pt,,0.9019759205,7.227,1 ha worked,,centrifugal_spreader_singlescore_13.json,6.5185799774535,,0.2254939801,52.3629,1 ha worked,,combine_harvester_singlescore_16.json,11.807518730578291,,0.6764819403,6.09039,1 ha worked,,disk_harrow_singlescore_11.json,4.120038844383717,,0.2254939801,31.9302,1 ha worked,,laser_leveler_singlescore_12.json,7.2000678833890195,,0.2254939801,15.308100000000001,1 ha worked,,rotary_tiller_singlescore_14.json,3.45188439676881,,0.0,1.43226,1 ha worked,,seeder_singlescore_17.json,0.0,,1.1639064279,0.46252800000000005,1 ha worked,,sprayer_singlescore_15.json,0.5383393122837312,33.636429144857075
C1_2022,C1,2022,tonne,"Human toxicity, cancer",Pt,,0.9019759205,1.6072e-14,1 ha worked,,centrifugal_spreader_singlescore_13.json,1.4496556994276e-14,,0.2254939801,1.0988000000000001e-13,1 ha worked,,combine_harvester_singlescore_16.json,2.4777278533388002e-14,,0.6764819403,9.265999999999999e-15,1 ha worked,,disk_harrow_singlescore_11.json,6.268281658819799e-15,,0.2254939801,8.446e-14,1 ha worked,,laser_leveler_singlescore_12.json,1.9045221559246e-14,,0.2254939801,9.348e-14,1 ha worked,,rotary_tiller_singlescore_14.json,2.1079177259747997e-14,,0.0,4.5428e-14,1 ha worked,,seeder_singlescore_17.json,0.0,,1.1639064279,1.5661999999999999e-15,1 ha worked,,sprayer_singlescore_15.json,1.8229102473769797e-15,8.748942625285478e-14
C1_2022,C1,2022,tonne,"Human toxicity, cancer - inorganics",Pt,,0.9019759205,0.0,1 ha worked,,centrifugal_spreader_singlescore_13.json,0.0,,0.2254939801,0.0,1 ha worked,,combine_harvester_singlescore_16.json,0.0,,0.6764819403,0.0,1 ha worked,,disk_harrow_singlescore_11.json,0.0,,0.2254939801,0.0,1 ha worked,,laser_leveler_singlescore_12.json,0.0,,0.2254939801,0.0,1 ha worked,,rotary_tiller_singlescore_14.json,0.0,,0.0,0.0,1 ha worked,,seeder_singlescore_17.json,0.0,,1.1639064279,0.0,1 ha worked,,sprayer_singlescore_15.json,0.0,0.0
C1_2022,C1,2022,tonne,"Human toxicity, cancer - metals",Pt,,0.9019759205,0.0,1 ha worked,,centrifugal_spreader_singlescore_13.json,0.0,,0.2254939801,0.0,1 ha worked,,combine_harvester_singlescore_16.json,0.0,,0.6764819403,0.0,1 ha worked,,disk_harrow_singlescore_11.json,0.0,,0.2254939801,0.0,1 ha worked,,laser_leveler_singlescore_12.json,0.0,,0.2254939801,0.0,1 ha worked,,rotary_tiller_singlescore_14.json,0.0,,0.0,0.0,1 ha worked,,seeder_singlescore_17.json,0.0,,1.1639064279,0.0,1 ha worked,,sprayer_singlescore_15.json,0.0,0.0
C1_2022,C1,2022,tonne,"Human toxicity, cancer - organics",Pt,,0.9019759205,0.0,1 ha worked,,centrifugal_spreader_singlescore_13.json,0.0,,0.2254939801,0.0,1 ha worked,,combine_harvester_singlescore_16.json,0.0,,0.6764819403,0.0,1 ha worked,,disk_harrow_singlescore_11.json,0.0,,0.2254939801,0.0,1 ha worked,,laser_leveler_singlescore_12.json,0.0,,0.2254939801,0.0,1 ha worked,,rotary_tiller_singlescore_14.json,0.0,,0.0,0.0,1 ha worked,,seeder_singlescore_17.json,0.0,,1.1639064279,0.0,1 ha worked,,sprayer_singlescore_15.json,0.0,0.0
C1_2022,C1,2022,tonne,"Human toxicity, non-cancer",Pt,,0.9019759205,5.2352599999999984e-12,1 ha worked,,centrifugal_spreader_singlescore_13.json,4.722078457556828e-12,,0.2254939801,3.0240399999999995e-11,1 ha worked,,combine_harvester_singlescore_16.json,6.8190281558160386e-12,,0.6764819403,7.796079999999999e-12,1 ha worked,,disk_harrow_singlescore_11.json,5.273907325134023e-12,,0.2254939801,1.748e-11,1 ha worked,,laser_leveler_singlescore_12.json,3.941634772148e-12,,0.2254939801,1.1973799999999998e-11,1 ha worked,,rotary_tiller_singlescore_14.json,2.7000198189213796e-12,,0.0,9.351799999999999e-12,1 ha worked,,seeder_singlescore_17.json,0.0,,1.1639064279,1.1099799999999999e-12,1 ha worked,,sprayer_singlescore_15.json,1.2919128568404419e-12,2.4748581386416712e-11
C1_2022,C1,2022,tonne,"Human toxicity, non-cancer - inorganics",Pt,,0.9019759205,0.0,1 ha worked,,centrifugal_spreader_singlescore_13.json,0.0,,0.2254939801,0.0,1 ha worked,,combine_harvester_singlescore_16.json,0.0,,0.6764819403,0.0,1 ha worked,,disk_harrow_singlescore_11.json,0.0,,0.2254939801,0.0,1 ha worked,,laser_leveler_singlescore_12.json,0.0,,0.2254939801,0.0,1 ha worked,,rotary_tiller_singlescore_14.json,0.0,,0.0,0.0,1 ha worked,,seeder_singlescore_17.json,0.0,,1.1639064279,0.0,1 ha worked,,sprayer_singlescore_15.json,0.0,0.0
C1_2022,C1,2022,tonne,"Human toxicity, non-cancer - metals",Pt,,0.9019759205,0.0,1 ha worked,,centrifugal_spreader_singlescore_13.json,0.0,,0.2254939801,0.0,1 ha worked,,combine_harvester_singlescore_16.json,0.0,,0.6764819403,0.0,1 ha worked,,disk_harrow_singlescore_11.json,0.0,,0.2254939801,0.0,1 ha worked,,laser_leveler_singlescore_12.json,0.0,,0.2254939801,0.0,1 ha worked,,rotary_tiller_singlescore_14.json,0.0,,0.0,0.0,1 ha worked,,seeder_singlescore_17.json,0.0,,1.1639064279,0.0,1 ha worked,,sprayer_singlescore_15.json,0.0,0.0
C1_2022,C1,2022,tonne,"Human toxicity, non-cancer - organics",Pt,,0.9019759205,0.0,1 ha worked,,centrifugal_spreader_singlescore_13.json,0.0,,0.2254939801,0.0,1 ha worked,,combine_harvester_singlescore_16.json,0.0,,0.6764819403,0.0,1 ha worked,,disk_harrow_singlescore_11.json,0.0,,0.2254939801,0.0,1 ha worked,,laser_leveler_singlescore_12.json,0.0,,0.2254939801,0.0,1 ha worked,,rotary_tiller_singlescore_14.json,0.0,,0.0,0.0,1 ha worked,,seeder_singlescore_17.json,0.0,,1.1639064279,0.0,1 ha worked,,sprayer_singlescore_15.json,0.0,0.0
