dmu_id,farmer_id,year,basis,impact_category,impact_unit,water_amount_m3_ha,water_amount_m3_tonne,water_factor_per_unit,water_factor_unit,characterisation_sheet,single_score_file,water_total_impact
C1_2024,C1,2024,tonne,"Ecotoxicity, freshwater - organics",CTUe,,2367.866,0.0,1 m3 water,18_chara,,0.0
C1_2024,C1,2024,tonne,"Eutrophication, freshwater",kg P eq,,2367.866,0.0,1 m3 water,18_chara,,0.0
C1_2024,C1,2024,tonne,"Eutrophication, marine",kg N eq,,2367.866,0.0,1 m3 water,18_chara,,0.0
C1_2024,C1,2024,tonne,"Eutrophication, terrestrial",mol N eq,,2367.866,0.0,1 m3 water,18_chara,,0.0
C1_2024,C1,2024,tonne,"Human toxicity, cancer",CTUh,,2367.866,0.0,1 m3 water,18_chara,,0.0
C1_2024,C1,2024,tonne,"Human toxicity, cancer - inorganics",CTUh,,2367.866,0.0,1 m3 water,18_chara,,0.0
C1_2024,C1,2024,tonne,"Human toxicity, cancer - metals",CTUh,,2367.866,0.0,1 m3 water,18_chara,,0.0
C1_2024,C1,2024,tonne,"Human toxicity, cancer - organics",CTUh,,2367.866,0.0,1 m3 water,18_chara,,0.0
C1_2024,C1,2024,tonne,"Human toxicity, non-cancer",CTUh,,2367.866,0.0,1 m3 water,18_chara,,0.0
C1_2024,C1,2024,tonne,"Human toxicity, non-cancer - inorganics",CTUh,,2367.866,0.0,1 m3 water,18_chara,,0.0
C1_2024,C1,2024,tonne,"Human toxicity, non-cancer - metals",CTUh,,2367.866,0.0,1 m3 water,18_chara,,0.0
C1_2024,C1,2024,tonne,"Human toxicity, non-cancer - organics",CTUh,,2367.866,0.0,1 m3 water,18_chara,,0.0
C1_2024,C1,2024,tonne,Ionising radiation,kBq U-235 eq,,2367.866,0.0,1 m3 water,18_chara,,0.0
C1_2024,C1,2024,tonne,Land use,Pt,,2367.866,0.0,1 m3 water,18_chara,,0.0
C1_2024,C1,2024,tonne,Ozone depletion,kg CFC11 eq,,2367.866,0.0,1 m3 water,18_chara,,0.0
C1_2024,C1,2024,tonne,Particulate matter,disease inc.,,2367.866,0.0,1 m3 water,18_chara,,0.0
C1_2024,C1,2024,tonne,Photochemical ozone formation,kg NMVOC eq,,2367.866,0.0,1 m3 water,18_chara,,0.0
C1_2024,C1,2024,tonne,"Resource use, fossils",MJ,,2367.866,0.0,1 m3 water,18_chara,,0.0
C1_2024,C1,2024,tonne,"Resource use, minerals and metals",kg Sb eq,,2367.866,0.0,1 m3 water,18_chara,,0.0
C1_2024,C1,2024,tonne,Water use,m3 depriv.,,2367.866,49.6,1 m3 water,18_chara,,117446.1536
C2_2022,C2,2022,tonne,Acidification,mol H+ eq,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,Climate change,kg CO2 eq,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,Climate change - Biogenic,kg CO2 eq,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,Climate change - Fossil,kg CO2 eq,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,Climate change - Land use and LU change,kg CO2 eq,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,"Ecotoxicity, freshwater",CTUe,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,"Ecotoxicity, freshwater - inorganics",CTUe,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,"Ecotoxicity, freshwater - metals",CTUe,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,"Ecotoxicity, freshwater - organics",CTUe,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,"Eutrophication, freshwater",kg P eq,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,"Eutrophication, marine",kg N eq,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,"Eutrophication, terrestrial",mol N eq,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,"Human toxicity, cancer",CTUh,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,"Human toxicity, cancer - inorganics",CTUh,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,"Human toxicity, cancer - metals",CTUh,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,"Human toxicity, cancer - organics",CTUh,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,"Human toxicity, non-cancer",CTUh,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,"Human toxicity, non-cancer - inorganics",CTUh,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,"Human toxicity, non-cancer - metals",CTUh,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,"Human toxicity, non-cancer - organics",CTUh,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,Ionising radiation,kBq U-235 eq,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,Land use,Pt,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,Ozone depletion,kg CFC11 eq,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,Particulate matter,disease inc.,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,Photochemical ozone formation,kg NMVOC eq,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,"Resource use, fossils",MJ,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,"Resource use, minerals and metals",kg Sb eq,,1637.974,0.0,1 m3 water,18_chara,,0.0
C2_2022,C2,2022,tonne,Water use,m3 depriv.,,1637.974,49.6,1 m3 water,18_chara,,81243.5104
C2_2023,C2,2023,tonne,Acidification,mol H+ eq,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,Climate change,kg CO2 eq,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,Climate change - Biogenic,kg CO2 eq,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,Climate change - Fossil,kg CO2 eq,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,Climate change - Land use and LU change,kg CO2 eq,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,"Ecotoxicity, freshwater",CTUe,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,"Ecotoxicity, freshwater - inorganics",CTUe,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,"Ecotoxicity, freshwater - metals",CTUe,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,"Ecotoxicity, freshwater - organics",CTUe,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,"Eutrophication, freshwater",kg P eq,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,"Eutrophication, marine",kg N eq,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,"Eutrophication, terrestrial",mol N eq,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,"Human toxicity, cancer",CTUh,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,"Human toxicity, cancer - inorganics",CTUh,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,"Human toxicity, cancer - metals",CTUh,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,"Human toxicity, cancer - organics",CTUh,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,"Human toxicity, non-cancer",CTUh,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,"Human toxicity, non-cancer - inorganics",CTUh,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,"Human toxicity, non-cancer - metals",CTUh,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,"Human toxicity, non-cancer - organics",CTUh,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,Ionising radiation,kBq U-235 eq,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,Land use,Pt,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,Ozone depletion,kg CFC11 eq,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,Particulate matter,disease inc.,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,Photochemical ozone formation,kg NMVOC eq,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,"Resource use, fossils",MJ,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,"Resource use, minerals and metals",kg Sb eq,,1299.472,0.0,1 m3 water,18_chara,,0.0
C2_2023,C2,2023,tonne,Water use,m3 depriv.,,1299.472,49.6,1 m3 water,18_chara,,64453.811200000004
C2_2024,C2,2024,tonne,Acidification,mol H+ eq,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,Climate change,kg CO2 eq,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,Climate change - Biogenic,kg CO2 eq,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,Climate change - Fossil,kg CO2 eq,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,Climate change - Land use and LU change,kg CO2 eq,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,"Ecotoxicity, freshwater",CTUe,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,"Ecotoxicity, freshwater - inorganics",CTUe,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,"Ecotoxicity, freshwater - metals",CTUe,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,"Ecotoxicity, freshwater - organics",CTUe,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,"Eutrophication, freshwater",kg P eq,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,"Eutrophication, marine",kg N eq,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,"Eutrophication, terrestrial",mol N eq,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,"Human toxicity, cancer",CTUh,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,"Human toxicity, cancer - inorganics",CTUh,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,"Human toxicity, cancer - metals",CTUh,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,"Human toxicity, cancer - organics",CTUh,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,"Human toxicity, non-cancer",CTUh,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,"Human toxicity, non-cancer - inorganics",CTUh,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,"Human toxicity, non-cancer - metals",CTUh,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,"Human toxicity, non-cancer - organics",CTUh,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,Ionising radiation,kBq U-235 eq,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,Land use,Pt,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,Ozone depletion,kg CFC11 eq,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,Particulate matter,disease inc.,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,Photochemical ozone formation,kg NMVOC eq,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,"Resource use, fossils",MJ,,1531.583,0.0,1 m3 water,18_chara,,0.0
C2_2024,C2,2024,tonne,"Resource use, minerals and metals",kg Sb eq,,1531.583,0.0,1 m3 water,18_chara,,0.0
