dmus,mean_remaining_dmus_changed_cluster_n,median_remaining_dmus_changed_cluster_n,max_remaining_dmus_changed_cluster_n,mean_remaining_dmus_changed_cluster_share,mean_ari_among_remaining_dmus,median_ari_among_remaining_dmus,min_ari_among_remaining_dmus
34,6.294117647058823,6.0,16,0.1907308377896613,0.5930076564752346,0.5604026470735082,0.20245641838351824
