dmu_id,farmer_id,year,n_kg_ha,crop_protection_kg_ai_ha,soil_operation_intensity_ha_ha,yield_kg_ha,cluster,PC1,PC2,PC3,PC4,variant
C5_2023,C5,2023,112.97,1.248510158,5.0,6136.952595936795,2,-0.23938040156674634,-0.39059563006275927,0.19526930412315716,0.18460178093775723,uncapped
C6_2023,C6,2023,134.5,2.2741707694,4.0,2880.0,1,1.0551046327451872,1.3695568764623993,-0.06503825090380413,-0.3702711039861232,uncapped
C7_2023,C7,2023,112.23,2.56,5.0,6650.458076613983,1,0.43243996245718885,0.23282136745686466,-0.049547607401106586,1.4262071736321764,uncapped
C8_2023,C8,2023,76.8,3.0149000689000003,5.0,5761.137146795313,1,1.3190819279922952,0.07637462058252249,-0.7367017679856462,1.4532999415345869,uncapped
D1_2023,D1,2023,47.0,1.21,5.0,4900.0,1,0.7102635275848853,-1.2490401952929382,-0.9147685700874371,-0.30088242796633613,uncapped
D2_2023,D2,2023,81.8,1.36,5.0,4840.0,1,0.5262788567743782,-0.5956296951327456,-0.3645999697143958,-0.2232625821537719,uncapped
NT1_2023,NT1,2023,89.6,0.12,0.0,6490.0,2,-2.0962013182893036,-0.1712568446965985,-1.8656928064346647,-0.9129534690699364,uncapped
NT2_2023,NT2,2023,129.5,2.88,1.0,7310.0,1,-0.708286352173491,1.5970545033130268,-1.3186782571670768,1.6472643533332936,uncapped
C1_2024,C1,2024,129.0,1.3489650626,8.0,5003.366293122391,1,0.7938653222393957,-0.6436656475029404,1.5561658168299772,0.021711782908757173,uncapped
C2_2024,C2,2024,130.51,0.3735487078,5.0,7390.000000000001,2,-1.359174907831854,-0.8204930171205689,0.6679817735674246,-0.02261432991319821,uncapped
C3_2024,C3,2024,114.4,0.4984941637,5.0,6445.882562594671,2,-0.8305219999416962,-0.8396826471435529,0.36180603329389743,-0.28815140554867313,uncapped
C4_2024,C4,2024,116.0,0.7220276498,6.0,8272.513615416841,2,-1.0584034121612613,-1.2765509230862295,0.7540972840418267,0.6799001968196211,uncapped
C5_2024,C5,2024,93.58,1.9881376975,6.0,8199.280474040632,2,-0.03601169386703028,-0.9208863381446049,0.14756597730717086,1.6649181512369604,uncapped
C6_2024,C6,2024,127.6,1.4342641092,4.0,7250.000000000001,2,-0.8579250592254432,0.0037990865274633483,0.0454537292205932,0.6926070174609155,uncapped
C7_2024,C7,2024,140.41,1.7874966533,10.0,4224.524765729585,1,1.7204886885443924,-0.5903349483519245,2.4068463788337255,0.1978770447164789,uncapped
C8_2024,C8,2024,136.0,0.7515764546999999,5.0,3951.613667117727,1,-0.034442122563539505,0.09809701754861082,0.6339989207191468,-1.082907200565394,uncapped
D1_2024,D1,2024,136.0,1.3285967742,5.0,5539.032258064516,1,-0.1896600273136636,0.13191199949443747,0.5538157915937593,0.0004905357860598598,uncapped
D2_2024,D2,2024,106.0,1.22,5.0,6770.000000000001,2,-0.40590690659179046,-0.6326903144243841,0.09488380422354196,0.4153482158650955,uncapped
NT1_2024,NT1,2024,302.08,1.35,0.0,7110.0,3,-3.3442558358016474,3.814670946842928,1.4518286041624038,0.1989878075680974,uncapped
NT2_2024,NT2,2024,91.0,0.88,1.0,4770.0,2,-0.8140106845439864,0.3264936220801865,-1.632858902122304,-0.9195821088683829,uncapped
C1_2022,C1,2022,124.4,0.8693554007,5.0,4434.7081881533095,2,-0.21659186960086585,-0.8658654148911994,-0.15110254698570766,0.6867114175283712,winsor_p90
C2_2022,C2,2022,101.4,1.4846435626,4.0,6984.019572634225,3,0.6752076575632955,0.28149309337894557,-0.06947703864828447,-0.624101034023809,winsor_p90
C3_2022,C3,2022,95.2,1.4389907456,5.0,4332.396542692509,1,-0.42546727861574224,0.42487408280077577,-0.5850135098795249,0.411732082587297,winsor_p90
C4_2022,C4,2022,102.79,2.7279571599,5.0,3619.999999999999,1,-1.7391707759572048,0.795515097448889,-0.08288186173089265,-0.40965938128031343,winsor_p90
C5_2022,C5,2022,80.24,0.7027972028,5.0,5987.272727272727,3,0.8753066417736115,0.498971309997324,-1.1593333230084757,0.4447574818811448,winsor_p90
C6_2022,C6,2022,118.0,1.0314006292,4.0,2150.0,1,-0.8883343448567471,-0.17080330984415884,0.4512937875308763,1.56830482497123,winsor_p90
C8_2022,C8,2022,119.0,2.83438714797,4.0,5553.991769547324,1,-1.036761133891612,0.3786966046116968,0.6894956405958402,-1.2653915651289205,winsor_p90
D1_2022,D1,2022,79.44,2.83438714797,5.0,1360.0,1,-2.432327502190664,1.8201971719387964,-0.37744817636293104,0.5172010345807059,winsor_p90
D2_2022,D2,2022,139.087,2.47,5.0,1230.0,1,-2.7402571702041048,-0.4286891516820928,0.7209504064903779,0.5539361121680517,winsor_p90
NT2_2022,NT2,2022,65.45,1.05,2.0,4069.999999999999,3,0.7239667867706909,2.022645199301842,0.3939214609348981,1.233712698294466,winsor_p90
C1_2023,C1,2023,129.0,1.0421533728,5.0,4323.4805537244565,2,-0.4308195357535738,-0.9407269729226657,-0.012094139625464054,0.5638878126229064,winsor_p90
C2_2023,C2,2023,78.37,0.5864959639,5.0,8707.223331308047,3,1.9714872549669198,0.3222904901043622,-1.393603661453381,-0.5222458902341968,winsor_p90
