dmu_id,farmer_id,year,basis,impact_category,impact_unit,n_amount_kg_ha,p_amount_kg_ha,k_amount_kg_ha,n_amount_kg_tonne,p_amount_kg_tonne,k_amount_kg_tonne,n_factor_per_unit,p_factor_per_unit,k_factor_per_unit,n_factor_unit,p_factor_unit,k_factor_unit,n_characterisation_sheet,p_characterisation_sheet,k_characterisation_sheet,n_single_score_file,p_single_score_file,k_single_score_file,n_impact,p_impact,k_impact,fertilisation_total_impact
C8_2022,C8,2022,tonne,Water use,m3 depriv.,,,,21.4,4.5,0.0,0.21489,1.587446,1.186461,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,4.598646,7.143507,0.0,11.742152999999998
C8_2023,C8,2023,tonne,Acidification,mol H+ eq,,,,13.47,7.85,7.85,0.057621,0.028972,0.018432,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,0.77615487,0.2274302,0.1446912,1.14827627
C8_2023,C8,2023,tonne,Climate change,kg CO2 eq,,,,13.47,7.85,7.85,3.754282,2.846359,2.817321,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,50.57017854,22.34391815,22.11596985,95.03006654
C8_2023,C8,2023,tonne,Climate change - Biogenic,kg CO2 eq,,,,13.47,7.85,7.85,0.001325,0.002609,0.002402,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,0.017847750000000003,0.02048065,0.0188557,0.0571841
C8_2023,C8,2023,tonne,Climate change - Fossil,kg CO2 eq,,,,13.47,7.85,7.85,3.752439,2.829413,2.809194,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,50.54535333,22.21089205,22.052172900000002,94.80841828
C8_2023,C8,2023,tonne,Climate change - Land use and LU change,kg CO2 eq,,,,13.47,7.85,7.85,0.000518,0.014337,0.005725,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,0.00697746,0.11254545,0.044941249999999995,0.16446416
C8_2023,C8,2023,tonne,"Ecotoxicity, freshwater",CTUe,,,,13.47,7.85,7.85,24.51813,397.7709,2018.182,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,330.2592111,3122.5015649999996,15842.7287,19295.4894761
C8_2023,C8,2023,tonne,"Ecotoxicity, freshwater - inorganics",CTUe,,,,13.47,7.85,7.85,7.823272,76.92257,397.7561,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,105.37947384,603.8421744999999,3122.385385,3831.6070333400003
C8_2023,C8,2023,tonne,"Ecotoxicity, freshwater - metals",CTUe,,,,13.47,7.85,7.85,16.52071,320.1271,1619.55,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,222.53396370000002,2512.997735,12713.467499999999,15448.9991987
C8_2023,C8,2023,tonne,"Ecotoxicity, freshwater - organics",CTUe,,,,13.47,7.85,7.85,0.174143,0.721252,0.87605,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,2.34570621,5.6618281999999995,6.8769925,14.88452691
C8_2023,C8,2023,tonne,"Eutrophication, freshwater",kg P eq,,,,13.47,7.85,7.85,0.000222,0.000952,0.000618,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,0.00299034,0.0074732,0.004851299999999999,0.01531484
C8_2023,C8,2023,tonne,"Eutrophication, marine",kg N eq,,,,13.47,7.85,7.85,0.002677,0.002767,0.002898,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,0.036059190000000005,0.02172095,0.0227493,0.08052944000000001
C8_2023,C8,2023,tonne,"Eutrophication, terrestrial",mol N eq,,,,13.47,7.85,7.85,0.241389,0.052171,0.058383,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,3.2515098300000003,0.40954235,0.45830655,4.11935873
C8_2023,C8,2023,tonne,"Human toxicity, cancer",CTUh,,,,13.47,7.85,7.85,5.34e-10,2.54e-09,1.77e-09,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,7.1929800000000005e-09,1.9938999999999997e-08,1.38945e-08,4.102648e-08
C8_2023,C8,2023,tonne,"Human toxicity, cancer - inorganics",CTUh,,,,13.47,7.85,7.85,0.0,6.21e-18,5.01e-18,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,0.0,4.8748499999999996e-17,3.93285e-17,8.807699999999999e-17
C8_2023,C8,2023,tonne,"Human toxicity, cancer - metals",CTUh,,,,13.47,7.85,7.85,3.5e-10,2.13e-09,1.34e-09,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,,,,4.7145e-09,1.6720499999999997e-08,1.0518999999999998e-08,3.1953999999999996e-08
