dmu_id,farmer_id,year,basis,impact_category,impact_unit,n_amount_kg_ha,p_amount_kg_ha,k_amount_kg_ha,n_amount_kg_tonne,p_amount_kg_tonne,k_amount_kg_tonne,n_factor_per_unit,p_factor_per_unit,k_factor_per_unit,n_factor_unit,p_factor_unit,k_factor_unit,n_characterisation_sheet,p_characterisation_sheet,k_characterisation_sheet,n_impact,p_impact,k_impact,fertilisation_total_impact
C3_2024,C3,2024,ha,"Human toxicity, cancer",CTUh,114.4,44.43,0.0,,,,5.34e-10,2.54e-09,1.77e-09,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,6.10896e-08,1.128522e-07,0.0,1.739418e-07
C3_2024,C3,2024,ha,"Human toxicity, cancer - inorganics",CTUh,114.4,44.43,0.0,,,,0.0,6.21e-18,5.01e-18,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.0,2.7591030000000003e-16,0.0,2.7591030000000003e-16
C3_2024,C3,2024,ha,"Human toxicity, cancer - metals",CTUh,114.4,44.43,0.0,,,,3.5e-10,2.13e-09,1.34e-09,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,4.004e-08,9.46359e-08,0.0,1.346759e-07
C3_2024,C3,2024,ha,"Human toxicity, cancer - organics",CTUh,114.4,44.43,0.0,,,,1.84e-10,4.05e-10,4.32e-10,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,2.10496e-08,1.799415e-08,0.0,3.904375e-08
C3_2024,C3,2024,ha,"Human toxicity, non-cancer",CTUh,114.4,44.43,0.0,,,,2e-08,6.49e-08,9.9e-08,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,2.2880000000000004e-06,2.8835070000000004e-06,0.0,5.171507e-06
C3_2024,C3,2024,ha,"Human toxicity, non-cancer - inorganics",CTUh,114.4,44.43,0.0,,,,1.72e-09,1.45e-08,6.51e-08,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,1.96768e-07,6.44235e-07,0.0,8.410030000000001e-07
C3_2024,C3,2024,ha,"Human toxicity, non-cancer - metals",CTUh,114.4,44.43,0.0,,,,1.73e-08,4.89e-08,3.21e-08,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,1.97912e-06,2.172627e-06,0.0,4.151747e-06
C3_2024,C3,2024,ha,"Human toxicity, non-cancer - organics",CTUh,114.4,44.43,0.0,,,,1.35e-09,1.78e-09,2.01e-09,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,1.5444000000000003e-07,7.90854e-08,0.0,2.3352540000000004e-07
C3_2024,C3,2024,ha,Ionising radiation,kBq U-235 eq,114.4,44.43,0.0,,,,0.099841,0.337545,0.245573,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,11.4218104,14.99712435,0.0,26.41893475
C3_2024,C3,2024,ha,Land use,Pt,114.4,44.43,0.0,,,,2.291069,30.93982,25.134,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,262.0982936,1374.6562026000001,0.0,1636.7544962000002
C3_2024,C3,2024,ha,Ozone depletion,kg CFC11 eq,114.4,44.43,0.0,,,,3.58e-07,3.47e-07,3.94e-07,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,4.0955200000000004e-05,1.541721e-05,0.0,5.637241e-05
C3_2024,C3,2024,ha,Particulate matter,disease inc.,114.4,44.43,0.0,,,,3.99e-07,2.34e-07,2.27e-07,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,4.56456e-05,1.039662e-05,0.0,5.6042220000000005e-05
C3_2024,C3,2024,ha,Photochemical ozone formation,kg NMVOC eq,114.4,44.43,0.0,,,,0.003983,0.00811,0.007996,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.4556552000000001,0.36032729999999996,0.0,0.8159825
C3_2024,C3,2024,ha,"Resource use, fossils",MJ,114.4,44.43,0.0,,,,46.52414,42.89925,42.33106,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,5322.361616,1906.0136775,0.0,7228.3752935
C3_2024,C3,2024,ha,"Resource use, minerals and metals",kg Sb eq,114.4,44.43,0.0,,,,2.71e-05,5.39e-05,5.15e-05,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.00310024,0.0023947770000000003,0.0,0.0054950170000000005
C3_2024,C3,2024,ha,Water use,m3 depriv.,114.4,44.43,0.0,,,,0.21489,1.587446,1.186461,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,24.583416,70.53022578,0.0,95.11364178
C4_2022,C4,2022,ha,Acidification,mol H+ eq,102.79,39.0,39.0,,,,0.057621,0.028972,0.018432,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,5.92286259,1.1299080000000001,0.718848,7.771618590000001
C4_2022,C4,2022,ha,Climate change,kg CO2 eq,102.79,39.0,39.0,,,,3.754282,2.846359,2.817321,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,385.90264678,111.00800100000001,109.87551900000001,606.78616678
C4_2022,C4,2022,ha,Climate change - Biogenic,kg CO2 eq,102.79,39.0,39.0,,,,0.001325,0.002609,0.002402,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.13619675,0.10175100000000001,0.093678,0.33162575
C4_2022,C4,2022,ha,Climate change - Fossil,kg CO2 eq,102.79,39.0,39.0,,,,3.752439,2.829413,2.809194,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,385.71320481000004,110.34710700000001,109.55856600000001,605.6188778100001
C4_2022,C4,2022,ha,Climate change - Land use and LU change,kg CO2 eq,102.79,39.0,39.0,,,,0.000518,0.014337,0.005725,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.05324522,0.5591430000000001,0.223275,0.83566322
C4_2022,C4,2022,ha,"Ecotoxicity, freshwater",CTUe,102.79,39.0,39.0,,,,24.51813,397.7709,2018.182,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,2520.2185827000003,15513.0651,78709.098,96742.3816827
C4_2022,C4,2022,ha,"Ecotoxicity, freshwater - inorganics",CTUe,102.79,39.0,39.0,,,,7.823272,76.92257,397.7561,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,804.15412888,2999.9802299999997,15512.4879,19316.62225888
C4_2022,C4,2022,ha,"Ecotoxicity, freshwater - metals",CTUe,102.79,39.0,39.0,,,,16.52071,320.1271,1619.55,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,1698.1637809000001,12484.9569,63162.45,77345.5706809
C4_2022,C4,2022,ha,"Ecotoxicity, freshwater - organics",CTUe,102.79,39.0,39.0,,,,0.174143,0.721252,0.87605,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,17.90015897,28.128828,34.16595,80.19493697
C4_2022,C4,2022,ha,"Eutrophication, freshwater",kg P eq,102.79,39.0,39.0,,,,0.000222,0.000952,0.000618,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.02281938,0.037128,0.024102,0.08404938
C4_2022,C4,2022,ha,"Eutrophication, marine",kg N eq,102.79,39.0,39.0,,,,0.002677,0.002767,0.002898,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.27516883000000003,0.107913,0.113022,0.49610383
C4_2022,C4,2022,ha,"Eutrophication, terrestrial",mol N eq,102.79,39.0,39.0,,,,0.241389,0.052171,0.058383,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,24.81237531,2.034669,2.2769369999999998,29.12398131
C4_2022,C4,2022,ha,"Human toxicity, cancer",CTUh,102.79,39.0,39.0,,,,5.34e-10,2.54e-09,1.77e-09,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,5.4889860000000005e-08,9.906e-08,6.903e-08,2.2297986e-07
C4_2022,C4,2022,ha,"Human toxicity, cancer - inorganics",CTUh,102.79,39.0,39.0,,,,0.0,6.21e-18,5.01e-18,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.0,2.4219e-16,1.9539e-16,4.3758e-16
C4_2022,C4,2022,ha,"Human toxicity, cancer - metals",CTUh,102.79,39.0,39.0,,,,3.5e-10,2.13e-09,1.34e-09,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,3.59765e-08,8.306999999999999e-08,5.226e-08,1.7130649999999997e-07
C4_2022,C4,2022,ha,"Human toxicity, cancer - organics",CTUh,102.79,39.0,39.0,,,,1.84e-10,4.05e-10,4.32e-10,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,1.891336e-08,1.5795e-08,1.6848e-08,5.1556360000000004e-08
C4_2022,C4,2022,ha,"Human toxicity, non-cancer",CTUh,102.79,39.0,39.0,,,,2e-08,6.49e-08,9.9e-08,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,2.0558000000000003e-06,2.5311e-06,3.861e-06,8.447900000000001e-06
C4_2022,C4,2022,ha,"Human toxicity, non-cancer - inorganics",CTUh,102.79,39.0,39.0,,,,1.72e-09,1.45e-08,6.51e-08,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,1.767988e-07,5.655e-07,2.5389e-06,3.2811988e-06
C4_2022,C4,2022,ha,"Human toxicity, non-cancer - metals",CTUh,102.79,39.0,39.0,,,,1.73e-08,4.89e-08,3.21e-08,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,1.7782670000000001e-06,1.9071000000000001e-06,1.2519e-06,4.937267e-06
C4_2022,C4,2022,ha,"Human toxicity, non-cancer - organics",CTUh,102.79,39.0,39.0,,,,1.35e-09,1.78e-09,2.01e-09,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,1.3876650000000003e-07,6.942e-08,7.838999999999999e-08,2.865765e-07
C4_2022,C4,2022,ha,Ionising radiation,kBq U-235 eq,102.79,39.0,39.0,,,,0.099841,0.337545,0.245573,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,10.26265639,13.164254999999999,9.577347000000001,33.004258390000004
C4_2022,C4,2022,ha,Land use,Pt,102.79,39.0,39.0,,,,2.291069,30.93982,25.134,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,235.49898251,1206.65298,980.226,2422.37796251
C4_2022,C4,2022,ha,Ozone depletion,kg CFC11 eq,102.79,39.0,39.0,,,,3.58e-07,3.47e-07,3.94e-07,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,3.6798820000000006e-05,1.3533e-05,1.5366e-05,6.569782000000001e-05
C4_2022,C4,2022,ha,Particulate matter,disease inc.,102.79,39.0,39.0,,,,3.99e-07,2.34e-07,2.27e-07,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,4.101321e-05,9.126e-06,8.853e-06,5.899221e-05
C4_2022,C4,2022,ha,Photochemical ozone formation,kg NMVOC eq,102.79,39.0,39.0,,,,0.003983,0.00811,0.007996,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.4094125700000001,0.31628999999999996,0.311844,1.03754657
C4_2022,C4,2022,ha,"Resource use, fossils",MJ,102.79,39.0,39.0,,,,46.52414,42.89925,42.33106,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,4782.216350600001,1673.07075,1650.91134,8106.198440600001
C4_2022,C4,2022,ha,"Resource use, minerals and metals",kg Sb eq,102.79,39.0,39.0,,,,2.71e-05,5.39e-05,5.15e-05,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.0027856090000000005,0.0021021,0.0020085,0.006896209
C4_2022,C4,2022,ha,Water use,m3 depriv.,102.79,39.0,39.0,,,,0.21489,1.587446,1.186461,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,22.088543100000003,61.910394,46.271979,130.27091610000002
C4_2023,C4,2023,ha,Acidification,mol H+ eq,146.48,30.0,0.0,,,,0.057621,0.028972,0.018432,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,8.44032408,0.86916,0.0,9.30948408
C4_2023,C4,2023,ha,Climate change,kg CO2 eq,146.48,30.0,0.0,,,,3.754282,2.846359,2.817321,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,549.92722736,85.39077,0.0,635.3179973599999
C4_2023,C4,2023,ha,Climate change - Biogenic,kg CO2 eq,146.48,30.0,0.0,,,,0.001325,0.002609,0.002402,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.19408599999999998,0.07827,0.0,0.272356
C4_2023,C4,2023,ha,Climate change - Fossil,kg CO2 eq,146.48,30.0,0.0,,,,3.752439,2.829413,2.809194,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,549.65726472,84.88239,0.0,634.5396547199999
C4_2023,C4,2023,ha,Climate change - Land use and LU change,kg CO2 eq,146.48,30.0,0.0,,,,0.000518,0.014337,0.005725,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.07587664,0.43011000000000005,0.0,0.50598664
C4_2023,C4,2023,ha,"Ecotoxicity, freshwater",CTUe,146.48,30.0,0.0,,,,24.51813,397.7709,2018.182,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,3591.4156823999997,11933.127,0.0,15524.5426824
C4_2023,C4,2023,ha,"Ecotoxicity, freshwater - inorganics",CTUe,146.48,30.0,0.0,,,,7.823272,76.92257,397.7561,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,1145.95288256,2307.6771,0.0,3453.62998256
C4_2023,C4,2023,ha,"Ecotoxicity, freshwater - metals",CTUe,146.48,30.0,0.0,,,,16.52071,320.1271,1619.55,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,2419.9536008,9603.813,0.0,12023.7666008
C4_2023,C4,2023,ha,"Ecotoxicity, freshwater - organics",CTUe,146.48,30.0,0.0,,,,0.174143,0.721252,0.87605,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,25.508466639999998,21.63756,0.0,47.14602664
C4_2023,C4,2023,ha,"Eutrophication, freshwater",kg P eq,146.48,30.0,0.0,,,,0.000222,0.000952,0.000618,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.032518559999999995,0.028560000000000002,0.0,0.06107856
C4_2023,C4,2023,ha,"Eutrophication, marine",kg N eq,146.48,30.0,0.0,,,,0.002677,0.002767,0.002898,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.39212695999999997,0.08301,0.0,0.47513695999999994
C4_2023,C4,2023,ha,"Eutrophication, terrestrial",mol N eq,146.48,30.0,0.0,,,,0.241389,0.052171,0.058383,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,35.358660719999996,1.5651300000000001,0.0,36.92379072
C4_2023,C4,2023,ha,"Human toxicity, cancer",CTUh,146.48,30.0,0.0,,,,5.34e-10,2.54e-09,1.77e-09,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,7.822031999999999e-08,7.62e-08,0.0,1.5442031999999997e-07
C4_2023,C4,2023,ha,"Human toxicity, cancer - inorganics",CTUh,146.48,30.0,0.0,,,,0.0,6.21e-18,5.01e-18,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.0,1.863e-16,0.0,1.863e-16
C4_2023,C4,2023,ha,"Human toxicity, cancer - metals",CTUh,146.48,30.0,0.0,,,,3.5e-10,2.13e-09,1.34e-09,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,5.126799999999999e-08,6.39e-08,0.0,1.1516799999999999e-07
C4_2023,C4,2023,ha,"Human toxicity, cancer - organics",CTUh,146.48,30.0,0.0,,,,1.84e-10,4.05e-10,4.32e-10,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,2.6952319999999998e-08,1.215e-08,0.0,3.910232e-08
C4_2023,C4,2023,ha,"Human toxicity, non-cancer",CTUh,146.48,30.0,0.0,,,,2e-08,6.49e-08,9.9e-08,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,2.9296e-06,1.947e-06,0.0,4.8766e-06
C4_2023,C4,2023,ha,"Human toxicity, non-cancer - inorganics",CTUh,146.48,30.0,0.0,,,,1.72e-09,1.45e-08,6.51e-08,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,2.519456e-07,4.35e-07,0.0,6.869456e-07
C4_2023,C4,2023,ha,"Human toxicity, non-cancer - metals",CTUh,146.48,30.0,0.0,,,,1.73e-08,4.89e-08,3.21e-08,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,2.5341039999999997e-06,1.467e-06,0.0,4.001104e-06
C4_2023,C4,2023,ha,"Human toxicity, non-cancer - organics",CTUh,146.48,30.0,0.0,,,,1.35e-09,1.78e-09,2.01e-09,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,1.97748e-07,5.34e-08,0.0,2.51148e-07
C4_2023,C4,2023,ha,Ionising radiation,kBq U-235 eq,146.48,30.0,0.0,,,,0.099841,0.337545,0.245573,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,14.624709679999999,10.126349999999999,0.0,24.751059679999997
C4_2023,C4,2023,ha,Land use,Pt,146.48,30.0,0.0,,,,2.291069,30.93982,25.134,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,335.59578711999995,928.1946,0.0,1263.79038712
C4_2023,C4,2023,ha,Ozone depletion,kg CFC11 eq,146.48,30.0,0.0,,,,3.58e-07,3.47e-07,3.94e-07,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,5.2439839999999995e-05,1.041e-05,0.0,6.284984e-05
C4_2023,C4,2023,ha,Particulate matter,disease inc.,146.48,30.0,0.0,,,,3.99e-07,2.34e-07,2.27e-07,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,5.8445519999999996e-05,7.0200000000000006e-06,0.0,6.546551999999999e-05
C4_2023,C4,2023,ha,Photochemical ozone formation,kg NMVOC eq,146.48,30.0,0.0,,,,0.003983,0.00811,0.007996,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.58342984,0.24329999999999996,0.0,0.8267298399999999
C4_2023,C4,2023,ha,"Resource use, fossils",MJ,146.48,30.0,0.0,,,,46.52414,42.89925,42.33106,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,6814.8560271999995,1286.9775,0.0,8101.8335271999995
C4_2023,C4,2023,ha,"Resource use, minerals and metals",kg Sb eq,146.48,30.0,0.0,,,,2.71e-05,5.39e-05,5.15e-05,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.003969608,0.0016170000000000002,0.0,0.005586608000000001
C4_2023,C4,2023,ha,Water use,m3 depriv.,146.48,30.0,0.0,,,,0.21489,1.587446,1.186461,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,31.477087199999996,47.62338,0.0,79.1004672
C4_2024,C4,2024,ha,Acidification,mol H+ eq,116.0,70.0,0.0,,,,0.057621,0.028972,0.018432,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,6.684036,2.0280400000000003,0.0,8.712076
C4_2024,C4,2024,ha,Climate change,kg CO2 eq,116.0,70.0,0.0,,,,3.754282,2.846359,2.817321,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,435.496712,199.24513000000002,0.0,634.741842
C4_2024,C4,2024,ha,Climate change - Biogenic,kg CO2 eq,116.0,70.0,0.0,,,,0.001325,0.002609,0.002402,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.1537,0.18263000000000001,0.0,0.33633
C4_2024,C4,2024,ha,Climate change - Fossil,kg CO2 eq,116.0,70.0,0.0,,,,3.752439,2.829413,2.809194,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,435.282924,198.05891000000003,0.0,633.3418340000001
C4_2024,C4,2024,ha,Climate change - Land use and LU change,kg CO2 eq,116.0,70.0,0.0,,,,0.000518,0.014337,0.005725,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.060088,1.00359,0.0,1.063678
C4_2024,C4,2024,ha,"Ecotoxicity, freshwater",CTUe,116.0,70.0,0.0,,,,24.51813,397.7709,2018.182,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,2844.10308,27843.963,0.0,30688.06608
C4_2024,C4,2024,ha,"Ecotoxicity, freshwater - inorganics",CTUe,116.0,70.0,0.0,,,,7.823272,76.92257,397.7561,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,907.499552,5384.5799,0.0,6292.079452
C4_2024,C4,2024,ha,"Ecotoxicity, freshwater - metals",CTUe,116.0,70.0,0.0,,,,16.52071,320.1271,1619.55,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,1916.40236,22408.896999999997,0.0,24325.299359999997
C4_2024,C4,2024,ha,"Ecotoxicity, freshwater - organics",CTUe,116.0,70.0,0.0,,,,0.174143,0.721252,0.87605,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,20.200588,50.48764,0.0,70.688228
C4_2024,C4,2024,ha,"Eutrophication, freshwater",kg P eq,116.0,70.0,0.0,,,,0.000222,0.000952,0.000618,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.025752,0.06664,0.0,0.092392
C4_2024,C4,2024,ha,"Eutrophication, marine",kg N eq,116.0,70.0,0.0,,,,0.002677,0.002767,0.002898,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.31053200000000003,0.19369,0.0,0.5042220000000001
C4_2024,C4,2024,ha,"Eutrophication, terrestrial",mol N eq,116.0,70.0,0.0,,,,0.241389,0.052171,0.058383,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,28.001124,3.65197,0.0,31.653094
C4_2024,C4,2024,ha,"Human toxicity, cancer",CTUh,116.0,70.0,0.0,,,,5.34e-10,2.54e-09,1.77e-09,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,6.1944e-08,1.778e-07,0.0,2.39744e-07
C4_2024,C4,2024,ha,"Human toxicity, cancer - inorganics",CTUh,116.0,70.0,0.0,,,,0.0,6.21e-18,5.01e-18,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.0,4.347e-16,0.0,4.347e-16
C4_2024,C4,2024,ha,"Human toxicity, cancer - metals",CTUh,116.0,70.0,0.0,,,,3.5e-10,2.13e-09,1.34e-09,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,4.06e-08,1.4909999999999998e-07,0.0,1.8969999999999998e-07
C4_2024,C4,2024,ha,"Human toxicity, cancer - organics",CTUh,116.0,70.0,0.0,,,,1.84e-10,4.05e-10,4.32e-10,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,2.1344000000000002e-08,2.835e-08,0.0,4.9694e-08
C4_2024,C4,2024,ha,"Human toxicity, non-cancer",CTUh,116.0,70.0,0.0,,,,2e-08,6.49e-08,9.9e-08,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,2.3200000000000002e-06,4.543e-06,0.0,6.863e-06
C4_2024,C4,2024,ha,"Human toxicity, non-cancer - inorganics",CTUh,116.0,70.0,0.0,,,,1.72e-09,1.45e-08,6.51e-08,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,1.9952e-07,1.015e-06,0.0,1.21452e-06
C4_2024,C4,2024,ha,"Human toxicity, non-cancer - metals",CTUh,116.0,70.0,0.0,,,,1.73e-08,4.89e-08,3.21e-08,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,2.0068e-06,3.423e-06,0.0,5.4298e-06
C4_2024,C4,2024,ha,"Human toxicity, non-cancer - organics",CTUh,116.0,70.0,0.0,,,,1.35e-09,1.78e-09,2.01e-09,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,1.566e-07,1.246e-07,0.0,2.812e-07
C4_2024,C4,2024,ha,Ionising radiation,kBq U-235 eq,116.0,70.0,0.0,,,,0.099841,0.337545,0.245573,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,11.581555999999999,23.628149999999998,0.0,35.209706
C4_2024,C4,2024,ha,Land use,Pt,116.0,70.0,0.0,,,,2.291069,30.93982,25.134,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,265.764004,2165.7874,0.0,2431.5514040000003
C4_2024,C4,2024,ha,Ozone depletion,kg CFC11 eq,116.0,70.0,0.0,,,,3.58e-07,3.47e-07,3.94e-07,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,4.1528e-05,2.4290000000000003e-05,0.0,6.5818e-05
C4_2024,C4,2024,ha,Particulate matter,disease inc.,116.0,70.0,0.0,,,,3.99e-07,2.34e-07,2.27e-07,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,4.6284e-05,1.638e-05,0.0,6.2664e-05
C4_2024,C4,2024,ha,Photochemical ozone formation,kg NMVOC eq,116.0,70.0,0.0,,,,0.003983,0.00811,0.007996,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.46202800000000005,0.5677,0.0,1.029728
C4_2024,C4,2024,ha,"Resource use, fossils",MJ,116.0,70.0,0.0,,,,46.52414,42.89925,42.33106,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,5396.8002400000005,3002.9475,0.0,8399.74774
C4_2024,C4,2024,ha,"Resource use, minerals and metals",kg Sb eq,116.0,70.0,0.0,,,,2.71e-05,5.39e-05,5.15e-05,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.0031436000000000003,0.0037730000000000003,0.0,0.0069166
C4_2024,C4,2024,ha,Water use,m3 depriv.,116.0,70.0,0.0,,,,0.21489,1.587446,1.186461,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,24.92724,111.12122,0.0,136.04846
C5_2022,C5,2022,ha,Acidification,mol H+ eq,80.24,20.0,0.0,,,,0.057621,0.028972,0.018432,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,4.623509039999999,0.5794400000000001,0.0,5.202949039999999
C5_2022,C5,2022,ha,Climate change,kg CO2 eq,80.24,20.0,0.0,,,,3.754282,2.846359,2.817321,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,301.24358767999996,56.92718,0.0,358.17076768
C5_2022,C5,2022,ha,Climate change - Biogenic,kg CO2 eq,80.24,20.0,0.0,,,,0.001325,0.002609,0.002402,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.106318,0.052180000000000004,0.0,0.158498
C5_2022,C5,2022,ha,Climate change - Fossil,kg CO2 eq,80.24,20.0,0.0,,,,3.752439,2.829413,2.809194,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,301.09570535999995,56.588260000000005,0.0,357.68396535999995
C5_2022,C5,2022,ha,Climate change - Land use and LU change,kg CO2 eq,80.24,20.0,0.0,,,,0.000518,0.014337,0.005725,1 kg N,1 kg P2O5,1 kg K2O,8_chara,9_chara,10_chara,0.04156432,0.28674,0.0,0.32830432
