dmu_id,farmer_id,year,basis,impact_category,impact_unit,herbicide_amount_kg_ha,fungicide_amount_kg_ha,pesticide_amount_kg_ha,herbicide_amount_kg_tonne,fungicide_amount_kg_tonne,pesticide_amount_kg_tonne,herbicide_factor_per_unit,fungicide_factor_per_unit,pesticide_factor_per_unit,herbicide_factor_unit,fungicide_factor_unit,pesticide_factor_unit,herbicide_factor_group,fungicide_factor_group,pesticide_factor_group,herbicide_characterisation_sheets,fungicide_characterisation_sheets,pesticide_characterisation_sheets,herbicide_single_score_file,fungicide_single_score_file,pesticide_single_score_file,herbicide_impact,fungicide_impact,pesticide_impact,crop_protection_total_impact
C1_2023,C1,2023,ha,Ionising radiation,Pt,0.9672687321,0.0,0.0748846407,,,,837.086585,620.0116840000001,711.710174,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,,,,herbicide_single_score.json,fungicide_single_score.json,pesticide_insecticide_single_score.json,809.6876797308689,0.0,53.29616066252449,862.9838403933934
C1_2023,C1,2023,ha,Land use,Pt,0.9672687321,0.0,0.0748846407,,,,10351420.44,9671351.19,10419696.54,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,,,,herbicide_single_score.json,fungicide_single_score.json,pesticide_insecticide_single_score.json,10012605.324432824,0.0,780275.2316009331,10792880.556033757
C1_2023,C1,2023,ha,Ozone depletion,Pt,0.9672687321,0.0,0.0748846407,,,,2.1756e-09,1.40008e-09,1.4799999999999999e-09,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,,,,herbicide_single_score.json,fungicide_single_score.json,pesticide_insecticide_single_score.json,2.1043898535567595e-09,0.0,1.1082926823599999e-10,2.2152191217927596e-09
C1_2023,C1,2023,ha,Particulate matter,Pt,0.9672687321,0.0,0.0748846407,,,,1.7361e-11,1.44032e-11,1.54963e-11,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,,,,herbicide_single_score.json,fungicide_single_score.json,pesticide_insecticide_single_score.json,1.67927524579881e-11,0.0,1.1604348576794102e-12,1.795318731566751e-11
C1_2023,C1,2023,ha,Photochemical ozone formation,Pt,0.9672687321,0.0,0.0748846407,,,,0.0482284,0.03470854,0.038507059999999996,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,,,,herbicide_single_score.json,fungicide_single_score.json,pesticide_insecticide_single_score.json,0.046649823319211636,0.0,0.002883587352513342,0.04953341067172498
C1_2023,C1,2023,ha,"Resource use, fossils",Pt,0.9672687321,0.0,0.0748846407,,,,1337963.403,941010.855,1030841.5170000001,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,,,,herbicide_single_score.json,fungicide_single_score.json,pesticide_insecticide_single_score.json,1294170.1644160112,0.0,77194.19661918796,1371364.3610351991
C1_2023,C1,2023,ha,"Resource use, minerals and metals",Pt,0.9672687321,0.0,0.0748846407,,,,2.9472e-07,2.208e-07,2.5343999999999997e-07,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,,,,herbicide_single_score.json,fungicide_single_score.json,pesticide_insecticide_single_score.json,2.85073440724512e-07,0.0,1.8978763339007998e-08,3.0405220406352e-07
C1_2023,C1,2023,ha,Total,Pt,0.9672687321,0.0,0.0748846407,,,,13176815.469822299,14456166.866849951,540489472.3400254,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,,,,herbicide_single_score.json,fungicide_single_score.json,pesticide_insecticide_single_score.json,12745521.59261068,0.0,40474359.93831539,53219881.53092607
C1_2023,C1,2023,ha,Water use,Pt,0.9672687321,0.0,0.0748846407,,,,1884.394864,1440.918633,1631.081551,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,,,,herbicide_single_score.json,fungicide_single_score.json,pesticide_insecticide_single_score.json,1822.7162308770319,0.0,122.14295589903374,1944.8591867760656
C1_2024,C1,2024,ha,Acidification,Pt,1.2709052955,0.0780597671,0.0,,,,0.17838808,0.13245375999999998,0.14868711999999998,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,,,,herbicide_single_score.json,fungicide_single_score.json,pesticide_insecticide_single_score.json,0.22671435552607763,0.010339309657119294,0.0,0.23705366518319693
