dmu_id,farmer_id,year,operation_category,operation,equipment,repetitions,ha_worked_total,dmu_area_ha,dmu_production_t,ha_worked_per_ha,ha_worked_per_tonne
C2_2023,C2,2023,topdressing,adubação cobertura,centrifugal_spreader,1.0,45.5,115.21,1003.1591999999999,0.39493099557330097,0.045356709084659746
C2_2023,C2,2023,topdressing,adubação cobertura,centrifugal_spreader,1.0,31.49,115.21,1003.1591999999999,0.2733269681451263,0.031390830089581
C2_2023,C2,2023,topdressing,adubação cobertura,centrifugal_spreader,1.0,36.0,115.21,1003.1591999999999,0.3124728756184359,0.03588662696808244
C2_2023,C2,2023,crop_protection,herbicide,sprayer,1.0,45.5,115.21,1003.1591999999999,0.39493099557330097,0.045356709084659746
C2_2023,C2,2023,crop_protection,herbicide,sprayer,1.0,28.0,115.21,1003.1591999999999,0.24303445881433905,0.02791182097517523
C2_2023,C2,2023,crop_protection,herbicide,sprayer,1.0,45.5,115.21,1003.1591999999999,0.39493099557330097,0.045356709084659746
C2_2023,C2,2023,crop_protection,herbicide,sprayer,1.0,45.5,115.21,1003.1591999999999,0.39493099557330097,0.045356709084659746
C2_2023,C2,2023,crop_protection,herbicide,sprayer,1.0,2.22,115.21,1003.1591999999999,0.019269160663136883,0.0022130086630317504
C2_2023,C2,2023,crop_protection,herbicide,sprayer,1.0,45.5,115.21,1003.1591999999999,0.39493099557330097,0.045356709084659746
C2_2023,C2,2023,crop_protection,herbicide,sprayer,1.0,67.49,115.21,1003.1591999999999,0.5857998437635622,0.06727745705766343
C2_2023,C2,2023,crop_protection,herbicide,sprayer,1.0,2.22,115.21,1003.1591999999999,0.019269160663136883,0.0022130086630317504
C2_2023,C2,2023,crop_protection,herbicide,sprayer,1.0,45.5,115.21,1003.1591999999999,0.39493099557330097,0.045356709084659746
C2_2023,C2,2023,crop_protection,herbicide,sprayer,1.0,67.49,115.21,1003.1591999999999,0.5857998437635622,0.06727745705766343
C2_2023,C2,2023,crop_protection,herbicide,sprayer,1.0,2.22,115.21,1003.1591999999999,0.019269160663136883,0.0022130086630317504
