dmu_id,farmer_id,year,basis,impact_category,impact_unit,herbicide_amount_kg_ha,fungicide_amount_kg_ha,pesticide_amount_kg_ha,herbicide_amount_kg_tonne,fungicide_amount_kg_tonne,pesticide_amount_kg_tonne,herbicide_factor_per_unit,fungicide_factor_per_unit,pesticide_factor_per_unit,herbicide_factor_unit,fungicide_factor_unit,pesticide_factor_unit,herbicide_factor_group,fungicide_factor_group,pesticide_factor_group,herbicide_characterisation_sheets,fungicide_characterisation_sheets,pesticide_characterisation_sheets,herbicide_single_score_file,fungicide_single_score_file,pesticide_single_score_file,herbicide_impact,fungicide_impact,pesticide_impact,crop_protection_total_impact
C1_2022,C1,2022,ha,Particulate matter,disease inc.,0.2407447735,0.5290984321,0.0995121951,,,,2.7e-07,2.24e-07,2.41e-07,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,6.5001088845e-08,1.1851804879039999e-07,2.39824390191e-08,2.075015766545e-07
C1_2022,C1,2022,ha,Photochemical ozone formation,kg NMVOC eq,0.2407447735,0.5290984321,0.0995121951,,,,0.02486,0.017891,0.019849,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,0.00598491506921,0.0094661000487011,0.0019752175605399,0.017426232678451
C1_2022,C1,2022,ha,"Resource use, fossils",MJ,0.2407447735,0.5290984321,0.0995121951,,,,246.4021,173.2985,189.8419,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,59.32001775442435,91.69196463528183,18.891584190954692,169.90356658066088
C1_2022,C1,2022,ha,"Resource use, minerals and metals",kg Sb eq,0.2407447735,0.5290984321,0.0995121951,,,,6.14e-05,4.6e-05,5.28e-05,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,1.47817290929e-05,2.43385278766e-05,5.254243901280001e-06,4.437450087078e-05
C1_2022,C1,2022,ha,Water use,m3 depriv.,0.2407447735,0.5290984321,0.0995121951,,,,1.924816,1.471827,1.666069,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,0.46338939194917605,0.7787413580224466,0.1657941833780619,1.4079249333496844
C1_2023,C1,2023,ha,Acidification,mol H+ eq,0.9672687321,0.0,0.0748846407,,,,0.051857,0.038504,0.043223,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,0.0501596546405097,0.0,0.0032367388249761,0.053396393465485796
C1_2023,C1,2023,ha,Climate change,kg CO2 eq,0.9672687321,0.0,0.0748846407,,,,13.6732,9.430276,10.25282,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,13.225658827749719,0.0,0.7677787418617741,13.993437569611492
C1_2023,C1,2023,ha,Climate change - Biogenic,kg CO2 eq,0.9672687321,0.0,0.0748846407,,,,0.223944,0.214731,0.218857,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,0.2166140289414024,0.0,0.0163890278096799,0.2330030567510823
C1_2023,C1,2023,ha,Climate change - Fossil,kg CO2 eq,0.9672687321,0.0,0.0748846407,,,,13.4338,9.203992,10.02068,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,12.99409469328498,0.0,0.7503950213696761,13.744489714654657
C1_2023,C1,2023,ha,Climate change - Land use and LU change,kg CO2 eq,0.9672687321,0.0,0.0748846407,,,,0.015459,0.011552,0.013281,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,0.0149530073295339,0.0,0.0009945429131367,0.0159475502426706
C1_2023,C1,2023,ha,"Ecotoxicity, freshwater",CTUe,0.9672687321,0.0,0.0748846407,,,,6433.9547999999995,16850.447900000003,2330477.7238,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,6223.363301784709,0.0,174516.98700611683,180740.35030790154
C1_2023,C1,2023,ha,"Ecotoxicity, freshwater - inorganics",CTUe,0.9672687321,0.0,0.0748846407,,,,13.52104,8.955151,9.878709,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,13.078479217473383,0.0,0.7397635740448564,13.818242791518239
C1_2023,C1,2023,ha,"Ecotoxicity, freshwater - metals",CTUe,0.9672687321,0.0,0.0748846407,,,,232.3885,2837.0964000000004,215.5284,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,224.78212974962085,0.0,16.139766794645883,240.92189654426673
C1_2023,C1,2023,ha,"Ecotoxicity, freshwater - organics",CTUe,0.9672687321,0.0,0.0748846407,,,,6188.0453,14004.389299999999,2330252.3167,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,5985.5027315083635,0.0,174500.1074764221,180485.61020793047
C1_2023,C1,2023,ha,"Eutrophication, freshwater",kg P eq,0.9672687321,0.0,0.0748846407,,,,0.006633,0.00503,0.005765,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,0.0064158935000193,0.0,0.00043170995363550006,0.0068476034536548
C1_2023,C1,2023,ha,"Eutrophication, marine",kg N eq,0.9672687321,0.0,0.0748846407,,,,0.012633,0.010401,0.011381,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,0.0122195058926193,0.0,0.0008522620958067,0.013071767988426
C1_2023,C1,2023,ha,"Eutrophication, terrestrial",mol N eq,0.9672687321,0.0,0.0748846407,,,,0.091999,0.069061,0.076172,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,0.08898775608446789,0.0,0.005704112851400401,0.0946918689358683
C1_2023,C1,2023,ha,"Human toxicity, cancer",CTUh,0.9672687321,0.0,0.0748846407,,,,6.56e-09,7.28e-09,5.63e-09,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,6.3452828825759995e-09,0.0,4.21600527141e-10,6.766883409716999e-09
C1_2023,C1,2023,ha,"Human toxicity, cancer - inorganics",CTUh,0.9672687321,0.0,0.0748846407,,,,3.84e-20,4.02e-20,4.24e-20,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,3.7143119312639996e-20,0.0,3.17510876568e-21,4.0318228078319996e-20
C1_2023,C1,2023,ha,"Human toxicity, cancer - metals",CTUh,0.9672687321,0.0,0.0748846407,,,,3.38e-09,2.79e-09,2.97e-09,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,3.2693683144979997e-09,0.0,2.22407382879e-10,3.4917756973769995e-09
C1_2023,C1,2023,ha,"Human toxicity, cancer - organics",CTUh,0.9672687321,0.0,0.0748846407,,,,3.19e-09,4.49e-09,2.66e-09,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,3.085587255399e-09,0.0,1.9919314426200002e-10,3.284780399661e-09
C1_2023,C1,2023,ha,"Human toxicity, non-cancer",CTUh,0.9672687321,0.0,0.0748846407,,,,8.28e-07,4.3090000000000003e-07,0.00017910999999999998,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,8.008985101787999e-07,0.0,1.3412587995777e-05,1.42134865059558e-05
C1_2023,C1,2023,ha,"Human toxicity, non-cancer - inorganics",CTUh,0.9672687321,0.0,0.0748846407,,,,1.09e-08,8.28e-09,9.1e-09,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,1.054322917989e-08,0.0,6.814502303700001e-10,1.122467941026e-08
C1_2023,C1,2023,ha,"Human toxicity, non-cancer - metals",CTUh,0.9672687321,0.0,0.0748846407,,,,1e-07,1.057e-07,8.69e-08,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,9.672687320999999e-08,0.0,6.50747527683e-09,1.0323434848682999e-07
C1_2023,C1,2023,ha,"Human toxicity, non-cancer - organics",CTUh,0.9672687321,0.0,0.0748846407,,,,7.179999999999999e-07,3.1770000000000005e-07,0.00017901459999999998,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,6.944989496478e-07,0.0,1.340544400105422e-05,1.409994295070202e-05
C1_2023,C1,2023,ha,Ionising radiation,kBq U-235 eq,0.9672687321,0.0,0.0748846407,,,,3.967235,2.938444,3.373034,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,3.8373823683927433,0.0,0.25258843915888385,4.0899708075516275
C1_2023,C1,2023,ha,Land use,Pt,0.9672687321,0.0,0.0748846407,,,,93.25604,87.12929,93.87114,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,90.20365157146688,0.0,7.029506590999398,97.23315816246628
C1_2023,C1,2023,ha,Ozone depletion,kg CFC11 eq,0.9672687321,0.0,0.0748846407,,,,1.47e-06,9.46e-07,1e-06,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,1.421885036187e-06,0.0,7.48846407e-08,1.496769676887e-06
C1_2023,C1,2023,ha,Particulate matter,disease inc.,0.9672687321,0.0,0.0748846407,,,,2.7e-07,2.24e-07,2.41e-07,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,2.61162557667e-07,0.0,1.80471984087e-08,2.792097560757e-07
C1_2023,C1,2023,ha,Photochemical ozone formation,kg NMVOC eq,0.9672687321,0.0,0.0748846407,,,,0.02486,0.017891,0.019849,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,0.024046300680006,0.0,0.0014863852332543,0.0255326859132603
C1_2023,C1,2023,ha,"Resource use, fossils",MJ,0.9672687321,0.0,0.0748846407,,,,246.4021,173.2985,189.8419,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,238.3370468537774,0.0,14.216242471305332,252.55328932508272
C1_2023,C1,2023,ha,"Resource use, minerals and metals",kg Sb eq,0.9672687321,0.0,0.0748846407,,,,6.14e-05,4.6e-05,5.28e-05,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,5.939030015094e-05,0.0,3.9539090289600006e-06,6.33442091799e-05
C1_2023,C1,2023,ha,Water use,m3 depriv.,0.9672687321,0.0,0.0748846407,,,,1.924816,1.471827,1.666069,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,1.8618143318457936,0.0,0.12476297844640831,1.986577310292202
C1_2024,C1,2024,ha,Acidification,mol H+ eq,1.2709052955,0.0780597671,0.0,,,,0.051857,0.038504,0.043223,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,0.06590533590874349,0.0030056132724183998,0.0,0.06891094918116189
C1_2024,C1,2024,ha,Climate change,kg CO2 eq,1.2709052955,0.0780597671,0.0,,,,13.6732,9.430276,10.25282,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,17.3773422864306,0.7361251482487196,0.0,18.113467434679322
C1_2024,C1,2024,ha,Climate change - Biogenic,kg CO2 eq,1.2709052955,0.0780597671,0.0,,,,0.223944,0.214731,0.218857,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,0.284611615495452,0.0167618518491501,0.0,0.3013734673446021
C1_2024,C1,2024,ha,Climate change - Fossil,kg CO2 eq,1.2709052955,0.0780597671,0.0,,,,13.4338,9.203992,10.02068,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,17.0730875586879,0.7184614719102631,0.0,17.791549030598162
C1_2024,C1,2024,ha,Climate change - Land use and LU change,kg CO2 eq,1.2709052955,0.0780597671,0.0,,,,0.015459,0.011552,0.013281,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,0.0196469249631345,0.0009017464295391999,0.0,0.0205486713926737
C1_2024,C1,2024,ha,"Ecotoxicity, freshwater",CTUe,1.2709052955,0.0780597671,0.0,,,,6433.9547999999995,16850.447900000003,2330477.7238,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,8176.947226327643,1315.3420386046841,0.0,9492.289264932328
C1_2024,C1,2024,ha,"Ecotoxicity, freshwater - inorganics",CTUe,1.2709052955,0.0780597671,0.0,,,,13.52104,8.955151,9.878709,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,17.18396133666732,0.6990370014053321,0.0,17.882998338072653
C1_2024,C1,2024,ha,"Ecotoxicity, freshwater - metals",CTUe,1.2709052955,0.0780597671,0.0,,,,232.3885,2837.0964000000004,215.5284,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,295.3437752633017,221.46308422424846,0.0,516.8068594875501
C1_2024,C1,2024,ha,"Ecotoxicity, freshwater - organics",CTUe,1.2709052955,0.0780597671,0.0,,,,6188.0453,14004.389299999999,2330252.3167,1 kg herbicide active substance,1 kg fungicide active substance,1 kg insecticide active substance,herbicide,fungicide,pesticide_insecticide,2_chara;3_chara,6_chara;7_chara,4_chara;5_chara,,,,7864.419540563886,1093.1793671357318,0.0,8957.598907699617
